'Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Event'
0.06,0.04,0.84,1.02,0.25,0.17,0,0.68,0.11,0.11,0.99,2.27,0.33,0.25,0,1.28,0.27,0.2,1.75,4.81,0.69,0.71,0,2.39,0.62,0.59,5.88,10.13,3.18,1.65,0,7.01,1.04,0.63,40.32,34.05,12.73,7.89,0,23.33,0
0.06,0.05,0.87,1.03,0.25,0.17,0,0.67,0.11,0.11,1,2.33,0.35,0.27,0,1.31,0.29,0.2,1.76,4.78,0.73,0.74,0,2.35,0.65,0.6,6.44,10.51,3.42,1.78,0,7.23,1.21,0.74,46.5,39.48,14.81,9.16,0,27.05,0
0.06,0.05,0.84,1.04,0.24,0.16,0,0.67,0.12,0.11,0.95,2.3,0.38,0.28,0,1.3,0.29,0.2,1.71,4.62,0.78,0.77,0,2.25,0.68,0.62,6.85,10.85,3.63,1.89,0,7.43,1.39,0.85,52.97,44.88,16.88,10.45,0,30.76,0
0.06,0.05,0.86,1,0.27,0.17,0,0.65,0.12,0.12,0.96,2.35,0.42,0.3,0,1.35,0.3,0.22,1.63,4.55,0.82,0.77,0,2.22,0.71,0.65,7.15,11.27,3.86,1.99,0,7.7,1.57,0.96,59.67,50.51,19,11.8,0,34.6,0
0.07,0.05,0.97,1.13,0.31,0.19,0,0.73,0.12,0.12,1.05,2.21,0.42,0.3,0,1.28,0.31,0.23,1.79,4.63,0.91,0.81,0,2.28,0.73,0.68,7.52,11.46,4,2.06,0,7.83,1.75,1.08,66.65,56.39,21.21,13.17,0,38.6,0
0.07,0.05,0.97,1.17,0.29,0.18,0,0.78,0.12,0.12,1.02,2.29,0.43,0.3,0,1.37,0.31,0.24,1.77,4.59,0.95,0.84,0,2.28,0.75,0.71,7.95,11.82,4.13,2.14,0,8.09,1.91,1.19,74.02,62.58,23.56,14.58,0,42.84,0
0.07,0.05,0.96,1.1,0.3,0.19,0,0.75,0.13,0.13,1,2.29,0.44,0.3,0,1.36,0.32,0.25,1.77,4.59,0.96,0.88,0,2.33,0.77,0.74,8.29,12.11,4.26,2.23,0,8.32,2.06,1.29,81.77,69.05,26.02,16.11,0,47.28,0
0.07,0.05,1.05,1.15,0.32,0.22,0,0.8,0.14,0.14,1.1,2.43,0.44,0.3,0,1.47,0.31,0.26,1.74,4.33,1,0.89,0,2.35,0.8,0.77,8.47,12.45,4.34,2.3,0,8.56,2.24,1.37,89.61,75.64,28.49,17.64,0,51.79,0
0.07,0.05,1.02,1.15,0.3,0.21,0,0.79,0.14,0.14,1.09,2.54,0.46,0.31,0,1.53,0.31,0.26,1.72,4.23,1.02,0.92,0,2.32,0.82,0.8,8.67,12.85,4.46,2.37,0,8.84,2.43,1.45,97.3,82.09,30.94,19.15,0,56.2,0
0.06,0.06,0.97,1.11,0.3,0.21,0,0.76,0.15,0.15,1.07,2.57,0.49,0.32,0,1.55,0.32,0.27,1.69,4.08,1.06,0.93,0,2.34,0.84,0.83,9.03,13.16,4.53,2.45,0,9.05,2.62,1.55,104.73,88.29,33.32,20.62,0,60.46,0
0.06,0.05,0.98,1.12,0.29,0.22,0,0.78,0.15,0.14,1.12,2.66,0.51,0.34,0,1.61,0.32,0.27,1.7,4.02,1.05,0.97,0,2.4,0.85,0.84,9.42,13.56,4.61,2.53,0,9.32,2.79,1.67,111.77,94.18,35.56,22.01,0,64.52,0
0.07,0.05,0.93,1.07,0.28,0.21,0,0.73,0.15,0.15,1.08,2.72,0.51,0.34,0,1.65,0.32,0.27,1.66,3.96,1.06,0.99,0,2.42,0.87,0.86,9.7,13.86,4.7,2.58,0,9.54,2.95,1.79,118.22,99.59,37.62,23.28,0,68.24,0
0.07,0.05,0.86,1.07,0.27,0.2,0,0.72,0.16,0.16,1.04,2.71,0.52,0.34,0,1.65,0.31,0.27,1.64,3.99,1.07,1,0,2.36,0.89,0.87,9.87,14.02,4.76,2.61,0,9.67,3.1,1.89,124.04,104.48,39.49,24.44,0,71.6,0
0.07,0.05,0.83,1.04,0.26,0.19,0,0.7,0.16,0.16,1.01,2.7,0.5,0.33,0,1.64,0.31,0.28,1.62,4.01,1.11,1,0,2.3,0.91,0.88,9.98,14.23,4.83,2.66,0,9.84,3.23,1.99,129.29,108.88,41.18,25.49,0,74.64,0
0.07,0.06,0.8,1.01,0.25,0.18,0,0.68,0.17,0.17,0.93,2.68,0.5,0.32,0,1.63,0.32,0.28,1.6,4.06,1.13,1,0,2.24,0.93,0.89,10.07,14.38,4.9,2.7,0,9.97,3.35,2.08,133.99,112.82,42.68,26.42,0,77.36,0
0.07,0.06,0.75,1.01,0.24,0.18,0,0.67,0.17,0.18,0.91,2.71,0.51,0.33,0,1.65,0.33,0.29,1.57,4.06,1.16,1.01,0,2.21,0.95,0.9,10.13,14.47,4.95,2.74,0,10.07,3.46,2.16,138.17,116.35,44.03,27.25,0,79.8,0
0.07,0.06,0.72,0.98,0.23,0.17,0,0.63,0.17,0.18,0.86,2.75,0.52,0.33,0,1.65,0.34,0.29,1.57,4.01,1.19,1.03,0,2.23,0.96,0.9,10.24,14.53,5.01,2.78,0,10.11,3.55,2.22,141.93,119.51,45.24,28,0,81.98,0
0.07,0.06,0.7,1.03,0.22,0.17,0,0.66,0.17,0.18,0.83,2.73,0.52,0.33,0,1.62,0.35,0.3,1.56,3.92,1.2,1.04,0,2.24,0.97,0.9,10.34,14.63,5.06,2.82,0,10.17,3.64,2.28,145.35,122.41,46.34,28.69,0,83.98,0
0.07,0.07,0.66,1.02,0.22,0.16,0,0.65,0.17,0.19,0.82,2.75,0.53,0.34,0,1.63,0.35,0.31,1.53,3.88,1.22,1.04,0,2.21,0.98,0.89,10.44,14.71,5.09,2.85,0,10.2,3.72,2.34,148.49,125.05,47.36,29.31,0,85.81,0
0.07,0.07,0.62,1.02,0.21,0.16,0,0.64,0.18,0.19,0.79,2.76,0.53,0.35,0,1.62,0.36,0.32,1.51,3.84,1.24,1.03,0,2.2,0.99,0.9,10.48,14.82,5.15,2.89,0,10.27,3.79,2.39,151.39,127.48,48.28,29.89,0,87.49,0
0.07,0.07,0.6,1.04,0.21,0.16,0,0.64,0.17,0.19,0.75,2.74,0.53,0.35,0,1.59,0.37,0.33,1.51,3.82,1.27,1.04,0,2.19,1.01,0.9,10.55,14.88,5.19,2.92,0,10.32,3.86,2.45,154.04,129.7,49.13,30.41,0,89.02,0
0.07,0.07,0.55,1.01,0.2,0.15,0,0.62,0.17,0.2,0.74,2.74,0.53,0.35,0,1.59,0.37,0.34,1.52,3.8,1.3,1.05,0,2.21,1.02,0.9,10.61,14.93,5.23,2.97,0,10.34,3.92,2.49,156.5,131.76,49.92,30.89,0,90.45,0
0.07,0.08,0.52,0.99,0.2,0.14,0,0.6,0.18,0.2,0.72,2.73,0.53,0.35,0,1.56,0.37,0.34,1.51,3.75,1.32,1.05,0,2.19,1.04,0.89,10.65,14.99,5.27,2.99,0,10.36,3.98,2.53,158.76,133.65,50.64,31.34,0,91.75,0
0.07,0.08,0.91,0.92,0.47,0.28,0,0.67,0.17,0.19,1.08,2.65,0.77,0.47,0,1.5,0.35,0.35,1.77,3.51,1.49,1.08,0,2.15,1,0.88,10.45,14.3,5.1,2.9,0,9.97,3.97,2.57,158.42,133.25,50.62,31.3,0,91.5,0
0.08,0.08,1.27,1.24,0.54,0.34,0,0.9,0.17,0.18,1.44,2.78,0.83,0.51,0,1.65,0.33,0.34,2.11,3.66,1.52,1.11,0,2.41,0.98,0.83,10.31,14.06,4.88,2.78,0,9.87,3.89,2.56,155.21,130.4,49.65,30.69,0,89.61,0
0.07,0.08,1.32,1.3,0.51,0.33,0,0.9,0.16,0.18,1.52,2.78,0.77,0.49,0,1.63,0.32,0.32,2.13,3.46,1.42,1.07,0,2.36,0.95,0.78,9.92,13.52,4.59,2.63,0,9.54,3.76,2.5,150.16,126.12,48.04,29.69,0,86.69,0
0.07,0.07,1.25,1.24,0.5,0.32,0,0.86,0.16,0.18,1.44,2.71,0.74,0.46,0,1.57,0.31,0.31,2.05,3.37,1.34,1.03,0,2.28,0.91,0.73,9.35,13.11,4.32,2.48,0,9.34,3.61,2.42,144.17,121.12,46.12,28.5,0,83.26,0
0.06,0.07,1.22,1.28,0.49,0.32,0,0.89,0.15,0.17,1.4,2.63,0.7,0.45,0,1.56,0.29,0.29,1.95,3.28,1.25,0.98,0,2.19,0.88,0.67,8.78,12.82,4.14,2.35,0,9.17,3.45,2.32,138.06,115.99,44.17,27.3,0,79.76,0
0.06,0.07,1.13,1.23,0.46,0.3,0,0.85,0.15,0.17,1.34,2.49,0.66,0.42,0,1.5,0.28,0.27,1.89,3.17,1.19,0.96,0,2.2,0.88,0.63,8.25,12.5,3.94,2.25,0,8.97,3.3,2.22,132.22,111.08,42.3,26.14,0,76.39,0
0.07,0.07,1.12,1.19,0.46,0.3,0,0.84,0.16,0.17,1.34,2.33,0.66,0.41,0,1.43,0.26,0.25,1.89,3.17,1.15,0.95,0,2.28,0.87,0.59,7.78,12.24,3.73,2.16,0,8.81,3.17,2.13,126.76,106.46,40.56,25.06,0,73.22,0
0.06,0.07,1.14,1.13,0.45,0.29,0,0.8,0.16,0.17,1.37,2.23,0.63,0.4,0,1.37,0.25,0.24,1.81,3.16,1.08,0.9,0,2.28,0.86,0.59,7.36,12.12,3.59,2.13,0,8.99,3.04,2.05,121.67,102.16,38.92,24.04,0,70.28,0
0.06,0.06,1.15,1.15,0.42,0.28,0,0.81,0.16,0.17,1.35,2.28,0.59,0.38,0,1.39,0.23,0.23,1.8,3.03,1.04,0.88,0,2.36,0.84,0.58,6.9,11.97,3.43,2.09,0,9.11,2.92,1.96,116.72,98,37.31,23.05,0,67.42,0
0.06,0.06,1.09,1.1,0.42,0.27,0,0.78,0.15,0.17,1.31,2.22,0.58,0.37,0,1.35,0.23,0.22,1.74,3.03,1.03,0.87,0,2.42,0.84,0.58,6.52,11.86,3.3,2.04,0,9.1,2.8,1.89,111.85,93.91,35.77,22.09,0,64.62,0
0.06,0.06,1.17,1.21,0.44,0.28,0,0.84,0.14,0.17,1.41,2.33,0.58,0.38,0,1.4,0.22,0.21,1.84,3.14,1.02,0.88,0,2.56,0.83,0.58,6.27,11.69,3.18,2,0,9.09,2.69,1.81,107.12,89.89,34.25,21.16,0,61.88,0
0.06,0.06,1.18,1.19,0.42,0.28,0,0.86,0.14,0.16,1.41,2.27,0.56,0.35,0,1.39,0.21,0.2,1.76,3.12,0.97,0.84,0,2.44,0.82,0.58,5.95,11.32,3.01,1.92,0,8.87,2.6,1.73,103.28,86.5,32.77,20.29,0,59.4,0
0.06,0.06,1.12,1.15,0.42,0.26,0,0.84,0.13,0.16,1.35,2.18,0.55,0.35,0,1.33,0.21,0.21,1.66,3,0.95,0.82,0,2.43,0.81,0.58,5.71,11.12,2.9,1.89,0,8.77,2.5,1.66,99.37,83.23,31.53,19.52,0,57.16,0
0.06,0.05,1.14,1.12,0.42,0.27,0,0.81,0.13,0.16,1.37,2.11,0.56,0.34,0,1.25,0.2,0.21,1.66,2.95,0.96,0.8,0,2.45,0.8,0.57,5.62,10.8,2.75,1.82,0,8.55,2.39,1.59,94.99,79.53,30.16,18.67,0,54.63,0
0.06,0.05,1.14,1.11,0.4,0.25,0,0.82,0.13,0.16,1.38,2.05,0.54,0.34,0,1.26,0.2,0.21,1.69,2.88,0.92,0.79,0,2.58,0.79,0.57,5.5,10.72,2.66,1.79,0,8.48,2.27,1.52,90.32,75.59,28.68,17.75,0,51.93,0
0.06,0.06,1.07,1.06,0.39,0.24,0,0.79,0.12,0.16,1.3,1.96,0.53,0.33,0,1.19,0.2,0.2,1.65,2.96,0.89,0.78,0,2.65,0.77,0.57,5.3,10.62,2.55,1.74,0,8.4,2.15,1.45,85.37,71.43,27.11,16.78,0,49.06,0
0.05,0.06,1.04,1.01,0.38,0.24,0,0.76,0.12,0.16,1.28,1.9,0.52,0.33,0,1.14,0.2,0.2,1.59,2.98,0.88,0.77,0,2.68,0.75,0.56,5.09,10.59,2.47,1.7,0,8.34,2.02,1.37,80.26,67.11,25.5,15.77,0,46.08,0
0.05,0.06,1,0.99,0.36,0.22,0,0.75,0.11,0.16,1.24,1.86,0.5,0.32,0,1.12,0.2,0.19,1.53,2.99,0.87,0.76,0,2.68,0.72,0.55,4.91,10.55,2.41,1.66,0,8.27,1.89,1.29,75.18,62.84,23.89,14.78,0,43.15,0
0.05,0.06,0.93,0.94,0.35,0.22,0,0.71,0.1,0.16,1.17,1.78,0.48,0.31,0,1.08,0.21,0.19,1.5,3.06,0.86,0.74,0,2.72,0.7,0.54,4.86,10.53,2.35,1.64,0,8.19,1.77,1.21,70.17,58.64,22.3,13.79,0,40.26,0
0.06,0.06,0.89,0.92,0.34,0.21,0,0.7,0.1,0.16,1.12,1.68,0.46,0.3,0,1.05,0.21,0.18,1.48,3.11,0.83,0.74,0,2.75,0.66,0.54,4.87,10.58,2.3,1.63,0,8.16,1.65,1.13,65.3,54.55,20.75,12.83,0,37.44,0
0.06,0.06,0.86,0.91,0.33,0.21,0,0.69,0.11,0.16,1.09,1.62,0.44,0.29,0,1.01,0.22,0.18,1.46,3.19,0.81,0.73,0,2.77,0.63,0.54,4.78,10.56,2.24,1.61,0,8.07,1.54,1.06,60.7,50.69,19.29,11.93,0,34.78,0
0.06,0.06,0.81,0.9,0.32,0.2,0,0.67,0.11,0.16,1.01,1.57,0.42,0.27,0,1.03,0.23,0.19,1.43,3.24,0.8,0.71,0,2.77,0.6,0.53,4.74,10.57,2.18,1.6,0,8.02,1.44,0.98,56.42,47.12,17.93,11.08,0,32.31,0
0.06,0.06,0.77,0.89,0.32,0.2,0,0.66,0.11,0.16,0.95,1.54,0.4,0.26,0,0.99,0.23,0.19,1.36,3.21,0.8,0.7,0,2.71,0.57,0.52,4.64,10.53,2.1,1.58,0,7.9,1.34,0.91,52.5,43.85,16.68,10.31,0,30.06,0
0.06,0.07,0.73,0.9,0.31,0.2,0,0.65,0.11,0.16,0.9,1.54,0.38,0.25,0,0.98,0.24,0.2,1.33,3.16,0.79,0.69,0,2.65,0.54,0.52,4.55,10.51,2.02,1.57,0,7.82,1.25,0.85,48.9,40.84,15.54,9.6,0,27.99,0
0.06,0.07,0.68,0.87,0.3,0.19,0,0.63,0.11,0.16,0.85,1.48,0.36,0.25,0,0.96,0.25,0.2,1.33,3.1,0.78,0.68,0,2.61,0.56,0.52,4.49,10.52,1.96,1.55,0,7.77,1.17,0.8,45.59,38.07,14.49,8.94,0,26.09,0
0.06,0.07,0.64,0.83,0.29,0.19,0,0.6,0.12,0.16,0.81,1.42,0.33,0.24,0,0.94,0.25,0.2,1.36,3.05,0.79,0.67,0,2.57,0.57,0.53,4.38,10.41,1.89,1.53,0,7.63,1.09,0.74,42.53,35.53,13.52,8.34,0,24.34,0
0.06,0.07,0.63,0.78,0.27,0.18,0,0.6,0.12,0.16,0.8,1.34,0.32,0.23,0,0.9,0.26,0.2,1.32,3.09,0.76,0.65,0,2.61,0.58,0.52,4.28,10.32,1.81,1.5,0,7.48,1.02,0.7,39.68,33.15,12.62,7.79,0,22.71,0
0.06,0.07,0.59,0.76,0.26,0.17,0,0.56,0.13,0.16,0.75,1.27,0.3,0.22,0,0.86,0.26,0.21,1.32,3.19,0.75,0.63,0,2.71,0.59,0.52,4.23,10.27,1.76,1.48,0,7.37,0.95,0.65,37.03,30.95,11.78,7.27,0,21.19,0
0.06,0.07,0.55,0.72,0.25,0.17,0,0.54,0.13,0.16,0.72,1.21,0.28,0.21,0,0.8,0.26,0.21,1.32,3.3,0.75,0.63,0,2.79,0.59,0.52,4.21,10.25,1.71,1.46,0,7.29,0.89,0.61,34.56,28.9,11,6.78,0,19.79,0
0.07,0.07,0.52,0.7,0.24,0.17,0,0.52,0.14,0.16,0.68,1.16,0.27,0.21,0,0.79,0.26,0.22,1.31,3.32,0.74,0.62,0,2.81,0.59,0.51,4.2,10.21,1.68,1.45,0,7.19,0.83,0.58,32.24,26.97,10.26,6.33,0,18.46,0
0.07,0.07,0.49,0.69,0.23,0.16,0,0.53,0.14,0.16,0.65,1.13,0.25,0.2,0,0.78,0.26,0.22,1.28,3.31,0.74,0.6,0,2.84,0.6,0.5,4.17,10.08,1.64,1.43,0,7.07,0.77,0.54,30.07,25.16,9.58,5.91,0,17.23,0
0.07,0.07,0.48,0.68,0.22,0.16,0,0.55,0.14,0.16,0.63,1.13,0.25,0.19,0,0.78,0.27,0.22,1.3,3.39,0.75,0.59,0,2.93,0.61,0.49,4.1,9.87,1.6,1.4,0,6.87,0.72,0.51,28.02,23.44,8.93,5.51,0,16.06,0
0.07,0.07,0.46,0.7,0.22,0.15,0,0.54,0.14,0.16,0.62,1.15,0.23,0.19,0,0.77,0.27,0.22,1.29,3.34,0.75,0.58,0,2.93,0.61,0.48,4.04,9.68,1.58,1.38,0,6.69,0.67,0.48,26.11,21.87,8.33,5.14,0,14.98,0
0.07,0.07,0.45,0.71,0.21,0.15,0,0.53,0.14,0.16,0.58,1.12,0.23,0.18,0,0.78,0.27,0.23,1.24,3.21,0.73,0.57,0,2.87,0.61,0.49,3.94,9.41,1.56,1.36,0,6.48,0.63,0.47,24.32,20.37,7.77,4.79,0,13.96,0
0.07,0.07,0.43,0.67,0.2,0.14,0,0.52,0.14,0.15,0.56,1.1,0.22,0.18,0,0.76,0.27,0.23,1.17,3.09,0.7,0.56,0,2.8,0.61,0.5,3.84,9.15,1.55,1.34,0,6.29,0.59,0.46,22.66,18.98,7.24,4.46,0,13,0
0.07,0.07,0.43,0.68,0.2,0.15,0,0.49,0.14,0.15,0.56,1.06,0.21,0.17,0,0.72,0.27,0.23,1.11,3,0.68,0.53,0,2.74,0.61,0.51,3.78,8.98,1.53,1.32,0,6.14,0.55,0.45,21.13,17.7,6.75,4.16,0,12.12,0
0.07,0.07,0.41,0.67,0.19,0.14,0,0.46,0.14,0.15,0.53,1.03,0.2,0.16,0,0.67,0.27,0.22,1.08,2.92,0.66,0.52,0,2.7,0.61,0.52,3.76,8.83,1.52,1.31,0,5.99,0.52,0.43,19.7,16.5,6.3,3.89,0,11.3,0
0.08,0.07,0.4,0.67,0.19,0.14,0,0.47,0.14,0.15,0.51,1.04,0.21,0.16,0,0.65,0.27,0.22,1.04,2.85,0.63,0.5,0,2.63,0.6,0.52,3.71,8.64,1.52,1.29,0,6.03,0.48,0.42,18.39,15.43,5.89,3.63,0,10.57,0
0.08,0.06,0.39,0.63,0.18,0.13,0,0.47,0.14,0.15,0.51,1.09,0.2,0.16,0,0.67,0.27,0.22,1,2.79,0.6,0.48,0,2.55,0.59,0.53,3.66,8.46,1.52,1.27,0,6.07,0.46,0.4,17.18,14.41,5.5,3.4,0,9.87,0
0.08,0.06,0.38,0.65,0.18,0.13,0,0.46,0.14,0.15,0.51,1.1,0.19,0.17,0,0.68,0.27,0.22,0.99,2.83,0.59,0.48,0,2.54,0.58,0.52,3.54,8.14,1.53,1.23,0,6.08,0.45,0.39,16.04,13.47,5.14,3.17,0,9.23,0
0.08,0.06,0.37,0.63,0.17,0.13,0,0.45,0.14,0.14,0.48,1.09,0.18,0.17,0,0.65,0.27,0.23,1,2.89,0.59,0.48,0,2.55,0.58,0.53,3.43,7.79,1.52,1.18,0,6.1,0.44,0.38,15,12.6,4.81,2.97,0,8.64,0
0.08,0.06,0.34,0.61,0.16,0.12,0,0.45,0.14,0.14,0.47,1.07,0.18,0.16,0,0.66,0.27,0.23,1,2.9,0.59,0.47,0,2.5,0.57,0.53,3.33,7.46,1.51,1.14,0,6.05,0.43,0.37,14.04,11.79,4.51,2.78,0,8.09,0
0.08,0.06,0.33,0.59,0.16,0.11,0,0.43,0.13,0.14,0.46,1.05,0.17,0.16,0,0.65,0.27,0.23,1,2.91,0.58,0.48,0,2.45,0.56,0.52,3.26,7.49,1.5,1.1,0,6.02,0.42,0.36,13.14,11.04,4.22,2.61,0,7.57,0
0.08,0.06,0.31,0.56,0.15,0.11,0,0.43,0.14,0.14,0.45,1.11,0.16,0.16,0,0.67,0.27,0.23,0.98,2.89,0.58,0.48,0,2.41,0.55,0.53,3.16,7.76,1.48,1.05,0,6,0.4,0.35,12.29,10.32,3.95,2.44,0,7.08,0
0.08,0.06,0.3,0.58,0.15,0.11,0,0.42,0.14,0.14,0.43,1.13,0.15,0.16,0,0.69,0.27,0.23,0.95,2.81,0.57,0.48,0,2.32,0.53,0.54,3.05,8.04,1.47,1.07,0,6.02,0.39,0.36,11.51,9.65,3.7,2.29,0,6.62,0
0.09,0.06,0.3,0.57,0.14,0.1,0,0.42,0.14,0.14,0.43,1.15,0.14,0.16,0,0.72,0.26,0.23,0.95,2.81,0.57,0.49,0,2.29,0.51,0.54,3.07,8.37,1.46,1.07,0,6.22,0.38,0.36,10.78,9.04,3.47,2.15,0,6.2,0
0.09,0.06,0.28,0.55,0.14,0.1,0,0.4,0.13,0.14,0.42,1.14,0.14,0.16,0,0.72,0.26,0.22,0.93,2.77,0.57,0.49,0,2.25,0.48,0.53,3.15,8.65,1.44,1.06,0,6.41,0.36,0.35,10.1,8.49,3.26,2.02,0,5.83,0
0.09,0.06,0.26,0.53,0.13,0.09,0,0.38,0.13,0.14,0.41,1.11,0.14,0.16,0,0.71,0.25,0.22,0.91,2.7,0.55,0.48,0,2.19,0.48,0.53,3.22,8.96,1.42,1.06,0,6.61,0.34,0.34,9.48,7.99,3.06,1.9,0,5.49,0
0.09,0.05,0.25,0.53,0.13,0.1,0,0.37,0.12,0.13,0.41,1.12,0.14,0.17,0,0.73,0.24,0.21,0.88,2.59,0.53,0.48,0,2.12,0.49,0.53,3.28,9.25,1.41,1.05,0,6.82,0.33,0.34,8.9,7.51,2.88,1.78,0,5.15,0
0.09,0.05,0.24,0.52,0.12,0.09,0,0.38,0.12,0.13,0.39,1.17,0.14,0.16,0,0.73,0.22,0.2,0.85,2.49,0.51,0.47,0,1.99,0.5,0.53,3.32,9.47,1.39,1.06,0,6.97,0.32,0.36,8.37,7.08,2.71,1.68,0,4.86,0
0.08,0.05,0.24,0.5,0.11,0.09,0,0.38,0.12,0.12,0.39,1.19,0.13,0.16,0,0.74,0.21,0.2,0.84,2.54,0.5,0.47,0,1.92,0.51,0.53,3.34,9.64,1.37,1.07,0,7.06,0.3,0.38,7.88,6.69,2.55,1.6,0,4.59,0
0.08,0.04,0.23,0.47,0.11,0.09,0,0.36,0.12,0.12,0.38,1.22,0.13,0.16,0,0.72,0.2,0.19,0.83,2.64,0.48,0.46,0,1.81,0.52,0.52,3.36,9.79,1.35,1.07,0,7.15,0.29,0.39,7.43,6.32,2.41,1.52,0,4.34,0
0.07,0.04,0.22,0.45,0.11,0.08,0,0.35,0.11,0.11,0.37,1.25,0.12,0.16,0,0.69,0.2,0.19,0.83,2.74,0.46,0.46,0,1.72,0.53,0.5,3.38,9.9,1.33,1.09,0,7.23,0.3,0.4,7.01,5.98,2.28,1.44,0,4.11,0
0.07,0.04,0.21,0.45,0.1,0.08,0,0.36,0.11,0.11,0.36,1.26,0.12,0.16,0,0.69,0.2,0.19,0.84,2.84,0.45,0.45,0,1.74,0.54,0.49,3.42,10.01,1.31,1.1,0,7.32,0.31,0.41,6.61,5.65,2.14,1.37,0,3.92,0
0.08,0.04,0.22,0.49,0.1,0.08,0,0.4,0.12,0.11,0.34,1.28,0.11,0.16,0,0.7,0.21,0.19,0.85,2.93,0.44,0.44,0,1.78,0.56,0.47,3.44,10.03,1.28,1.12,0,7.34,0.33,0.42,6.25,5.34,2.02,1.3,0,3.97,0
0.08,0.05,0.23,0.51,0.11,0.09,0,0.41,0.13,0.11,0.35,1.34,0.12,0.16,0,0.71,0.23,0.19,0.86,3,0.41,0.42,0,1.8,0.58,0.46,3.37,9.9,1.27,1.11,0,7.27,0.34,0.43,5.88,5.14,1.9,1.22,0,3.9,0
0.07,0.05,0.22,0.51,0.1,0.08,0,0.4,0.13,0.11,0.36,1.33,0.13,0.16,0,0.71,0.24,0.2,0.88,3.04,0.4,0.41,0,1.83,0.61,0.46,3.32,9.78,1.27,1.1,0,7.25,0.35,0.44,5.54,4.99,1.78,1.19,0,3.77,0
0.07,0.05,0.21,0.51,0.1,0.08,0,0.39,0.13,0.12,0.35,1.31,0.13,0.16,0,0.71,0.24,0.21,0.89,3.11,0.39,0.4,0,1.86,0.63,0.46,3.27,9.64,1.27,1.08,0,7.22,0.35,0.45,5.22,4.83,1.67,1.19,0,3.65,0
0.07,0.05,0.21,0.52,0.1,0.08,0,0.4,0.13,0.12,0.33,1.31,0.12,0.16,0,0.72,0.25,0.22,0.91,3.18,0.37,0.39,0,1.9,0.65,0.44,3.19,9.46,1.27,1.05,0,7.17,0.35,0.45,4.91,4.79,1.57,1.19,0,3.6,0
0.07,0.04,0.21,0.52,0.1,0.08,0,0.45,0.14,0.12,0.34,1.26,0.12,0.16,0,0.77,0.25,0.23,0.88,3.18,0.36,0.39,0,1.88,0.66,0.42,3.11,9.22,1.28,1.03,0,7.06,0.35,0.45,4.61,4.93,1.46,1.18,0,3.7,0
0.06,0.05,0.2,0.51,0.1,0.08,0,0.48,0.15,0.13,0.33,1.24,0.12,0.16,0,0.82,0.25,0.23,0.88,3.23,0.37,0.39,0,1.94,0.66,0.4,3,8.96,1.29,1.04,0,6.9,0.35,0.44,4.35,5.04,1.37,1.18,0,3.78,0
0.06,0.04,0.2,0.52,0.09,0.08,0,0.52,0.16,0.13,0.33,1.21,0.13,0.16,0,0.87,0.25,0.23,0.88,3.26,0.37,0.39,0,1.99,0.67,0.42,2.98,8.73,1.3,1.08,0,6.76,0.35,0.44,4.09,5.12,1.34,1.19,0,3.85,0
0.06,0.05,0.2,0.55,0.1,0.08,0,0.56,0.16,0.14,0.33,1.17,0.14,0.16,0,0.91,0.24,0.23,0.88,3.31,0.38,0.4,0,2.05,0.67,0.44,3.05,8.5,1.31,1.11,0,6.63,0.35,0.43,3.86,5.15,1.36,1.19,0,3.9,0
0.07,0.04,0.86,1.1,0.23,0.18,0,0.94,0.17,0.14,1.01,1.76,0.25,0.25,0,1.15,0.23,0.23,1.5,3.6,0.44,0.45,0,2.31,0.66,0.45,3.35,8.35,1.69,1.25,0,6.44,0.42,0.42,7.22,6.38,2.16,1.67,0,4.68,0
0.06,0.05,1.03,1.25,0.23,0.19,0,1,0.18,0.16,1.1,1.78,0.26,0.25,0,1.23,0.24,0.24,1.55,3.8,0.51,0.47,0,2.46,0.65,0.48,4.28,8.79,1.88,1.39,0,6.45,0.47,0.44,13.18,11.17,4.04,2.55,0,7.65,0
0.07,0.05,1.03,1.24,0.28,0.21,0,1.03,0.2,0.18,1.14,1.78,0.28,0.26,0,1.21,0.24,0.26,1.6,4.05,0.59,0.49,0,2.66,0.71,0.49,5.27,8.88,2.06,1.53,0,6.23,0.57,0.44,20.7,17.45,6.4,4.03,0,12.03,0
0.07,0.05,1.06,1.29,0.29,0.23,0,1.11,0.22,0.2,1.19,1.78,0.3,0.26,0,1.18,0.24,0.27,1.8,4.27,0.63,0.51,0,2.86,0.77,0.52,6.08,9.07,2.24,1.67,0,6.66,0.75,0.46,28.64,24.15,8.89,5.59,0,16.66,0
0.07,0.05,1.02,1.26,0.28,0.22,0,1.12,0.24,0.22,1.14,1.86,0.33,0.25,0,1.18,0.25,0.28,1.9,4.39,0.64,0.51,0,2.97,0.83,0.56,6.85,9.87,2.4,1.79,0,7.06,0.95,0.53,36.3,30.66,11.3,7.09,0,21.11,0
