'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:45:16.715 11/09/2023]',0.14,0.09,2.26,0.00,0.58,0.65,1.47,1.74,0.32,0.27,3.63,0.00,1.17,1.03,2.05,2.22,0.31,0.31,8.18,0.00,2.44,2.59,5.53,6.99,1.12,0.71,26.98,0.00,7.57,7.92,18.71,20.95,6.26,2.88,212.78,0.00,44.98,53.61,144.96,153.54,0
'[11:45:16.809 11/09/2023]',0.13,0.11,2.42,0.00,0.55,0.66,1.62,1.86,0.33,0.29,3.70,0.00,1.10,1.01,2.18,2.37,0.30,0.30,7.95,0.00,2.27,2.49,5.48,6.97,1.08,0.70,25.29,0.00,7.02,7.37,17.41,19.51,6.12,2.87,207.92,0.00,43.88,52.37,141.62,150.03,0
'[11:45:16.894 11/09/2023]',0.14,0.11,2.26,0.00,0.56,0.62,1.54,1.74,0.33,0.29,3.45,0.00,1.07,0.97,2.07,2.27,0.30,0.31,7.51,0.00,2.17,2.36,5.25,6.75,1.03,0.68,23.72,0.00,6.63,6.94,16.51,18.56,5.90,2.81,200.37,0.00,42.24,50.46,136.47,144.57,0
'[11:45:16.965 11/09/2023]',0.14,0.11,2.25,0.00,0.56,0.63,1.54,1.70,0.33,0.29,3.35,0.00,1.04,0.95,2.06,2.25,0.32,0.31,7.20,0.00,2.09,2.26,5.10,6.56,0.99,0.67,22.51,0.00,6.26,6.58,15.86,17.88,5.65,2.71,191.71,0.00,40.42,48.29,130.55,138.30,0
'[11:45:16.993 11/09/2023]',0.14,0.11,2.15,0.00,0.53,0.60,1.48,1.62,0.33,0.29,3.15,0.00,0.97,0.88,2.01,2.17,0.32,0.32,6.69,0.00,1.97,2.12,4.79,6.22,0.97,0.65,21.27,0.00,5.90,6.21,15.15,17.13,5.40,2.60,183.08,0.00,38.59,46.11,124.63,132.03,0
'[11:45:17.020 11/09/2023]',0.13,0.11,2.01,0.00,0.50,0.56,1.39,1.51,0.32,0.29,2.94,0.00,0.90,0.83,1.93,2.08,0.31,0.33,6.28,0.00,1.87,2.00,4.54,5.93,0.94,0.63,20.13,0.00,5.57,5.87,14.51,16.47,5.16,2.48,174.95,0.00,36.87,44.06,119.08,126.14,0
'[11:45:17.046 11/09/2023]',0.13,0.11,1.98,0.00,0.49,0.55,1.37,1.48,0.31,0.28,2.88,0.00,0.87,0.82,1.90,2.00,0.31,0.32,6.03,0.00,1.77,1.90,4.39,5.68,0.91,0.61,19.07,0.00,5.26,5.54,13.84,15.77,4.94,2.37,167.47,0.00,35.28,42.17,113.96,120.72,0
'[11:45:17.073 11/09/2023]',0.12,0.11,1.98,0.00,0.46,0.55,1.39,1.50,0.31,0.28,2.84,0.00,0.82,0.81,1.92,2.03,0.31,0.32,5.60,0.00,1.67,1.78,4.10,5.32,0.88,0.60,18.07,0.00,4.95,5.22,13.22,15.09,4.73,2.28,160.49,0.00,33.77,40.39,109.20,115.68,0
'[11:45:17.094 11/09/2023]',0.12,0.11,1.84,0.00,0.46,0.52,1.29,1.41,0.30,0.27,2.69,0.00,0.80,0.78,1.86,1.91,0.31,0.32,5.31,0.00,1.57,1.66,3.96,5.09,0.86,0.58,16.93,0.00,4.63,4.88,12.53,14.35,4.53,2.18,153.74,0.00,32.34,38.69,104.59,110.80,0
'[11:45:17.124 11/09/2023]',0.12,0.11,1.86,0.00,0.47,0.53,1.28,1.39,0.29,0.27,2.65,0.00,0.79,0.78,1.85,1.92,0.31,0.32,5.17,0.00,1.54,1.61,3.89,4.95,0.84,0.56,15.97,0.00,4.38,4.59,11.93,13.72,4.34,2.10,147.28,0.00,30.98,37.06,100.17,106.14,0
'[11:45:17.147 11/09/2023]',0.12,0.11,1.90,0.00,0.45,0.53,1.31,1.40,0.29,0.27,2.60,0.00,0.74,0.73,1.82,1.92,0.31,0.31,5.09,0.00,1.48,1.53,3.91,4.88,0.82,0.57,15.17,0.00,4.13,4.33,11.44,13.18,4.16,2.02,140.96,0.00,29.62,35.46,95.88,101.62,0
'[11:45:17.172 11/09/2023]',0.13,0.11,1.78,0.00,0.44,0.50,1.23,1.31,0.28,0.26,2.44,0.00,0.72,0.72,1.72,1.82,0.30,0.30,4.85,0.00,1.42,1.46,3.77,4.67,0.80,0.58,14.40,0.00,3.89,4.07,10.98,12.68,3.97,1.94,134.54,0.00,28.27,33.83,91.98,97.29,0
'[11:45:17.205 11/09/2023]',0.13,0.12,1.75,0.00,0.44,0.49,1.17,1.28,0.27,0.26,2.32,0.00,0.68,0.67,1.67,1.80,0.30,0.29,4.54,0.00,1.38,1.39,3.61,4.42,0.80,0.59,13.57,0.00,3.65,3.80,10.41,12.05,3.79,1.85,128.95,0.00,26.94,32.22,88.44,93.56,0
'[11:45:17.225 11/09/2023]',0.13,0.12,1.77,0.00,0.43,0.50,1.21,1.31,0.26,0.24,2.30,0.00,0.66,0.67,1.71,1.83,0.29,0.29,4.48,0.00,1.37,1.38,3.58,4.35,0.79,0.60,12.72,0.00,3.40,3.54,9.84,11.39,3.60,1.77,123.34,0.00,25.59,30.72,84.56,89.46,0
'[11:45:17.262 11/09/2023]',0.13,0.12,1.64,0.00,0.41,0.47,1.15,1.24,0.25,0.23,2.19,0.00,0.62,0.65,1.65,1.76,0.27,0.32,4.30,0.00,1.36,1.34,3.43,4.15,0.77,0.62,12.00,0.00,3.18,3.36,9.35,10.85,3.40,1.69,117.31,0.00,24.24,29.21,80.42,85.08,0
'[11:45:17.292 11/09/2023]',0.13,0.12,1.60,0.00,0.40,0.45,1.10,1.22,0.26,0.23,2.12,0.00,0.60,0.64,1.61,1.79,0.28,0.35,4.15,0.00,1.33,1.28,3.27,4.00,0.75,0.63,11.49,0.00,2.99,3.22,9.00,10.39,3.22,1.60,110.92,0.00,22.92,27.62,76.04,80.46,0
'[11:45:17.314 11/09/2023]',0.14,0.13,1.59,0.00,0.40,0.45,1.08,1.20,0.27,0.24,2.12,0.00,0.60,0.66,1.60,1.84,0.30,0.37,3.86,0.00,1.29,1.23,3.07,3.75,0.75,0.64,11.04,0.00,2.81,3.09,8.73,10.01,3.03,1.52,104.42,0.00,21.60,26.00,71.56,75.73,0
'[11:45:17.339 11/09/2023]',0.14,0.13,1.50,0.00,0.37,0.42,1.02,1.13,0.27,0.25,2.03,0.00,0.58,0.64,1.53,1.81,0.33,0.40,3.72,0.00,1.25,1.19,2.91,3.58,0.74,0.64,10.59,0.00,2.62,2.96,8.50,9.69,2.85,1.43,97.88,0.00,20.29,24.37,67.08,70.99,0
'[11:45:17.371 11/09/2023]',0.14,0.13,1.41,0.00,0.35,0.39,0.95,1.05,0.27,0.25,1.94,0.00,0.56,0.63,1.46,1.77,0.35,0.43,3.59,0.00,1.22,1.15,2.76,3.44,0.74,0.65,10.09,0.00,2.52,2.83,8.21,9.30,2.66,1.34,91.39,0.00,19.02,22.75,62.62,66.26,0
'[11:45:17.402 11/09/2023]',0.14,0.13,1.33,0.00,0.32,0.37,0.89,0.98,0.27,0.25,1.85,0.00,0.53,0.62,1.41,1.72,0.38,0.47,3.48,0.00,1.19,1.11,2.64,3.31,0.74,0.66,9.63,0.00,2.44,2.71,7.92,8.90,2.48,1.26,85.13,0.00,17.79,21.21,58.33,61.72,0
'[11:45:17.423 11/09/2023]',0.15,0.13,1.27,0.00,0.30,0.35,0.86,0.97,0.27,0.24,1.74,0.00,0.50,0.59,1.40,1.61,0.40,0.50,3.30,0.00,1.16,1.07,2.46,3.15,0.73,0.67,9.28,0.00,2.34,2.61,7.76,8.66,2.31,1.17,79.19,0.00,16.60,19.79,54.26,57.41,0
'[11:45:17.454 11/09/2023]',0.15,0.14,1.20,0.00,0.29,0.33,0.86,0.96,0.27,0.24,1.67,0.00,0.48,0.59,1.36,1.61,0.43,0.53,3.16,0.00,1.11,1.01,2.37,3.15,0.72,0.69,8.96,0.00,2.25,2.54,7.59,8.41,2.14,1.09,73.65,0.00,15.46,18.42,50.47,53.41,0
'[11:45:17.478 11/09/2023]',0.15,0.14,1.14,0.00,0.27,0.31,0.80,0.90,0.27,0.24,1.59,0.00,0.46,0.57,1.31,1.54,0.46,0.57,3.05,0.00,1.09,0.98,2.30,3.05,0.72,0.72,8.56,0.00,2.18,2.48,7.32,8.05,2.00,1.02,68.55,0.00,14.40,17.14,46.97,49.71,0
'[11:45:17.505 11/09/2023]',0.15,0.14,1.07,0.00,0.25,0.29,0.74,0.84,0.27,0.24,1.51,0.00,0.44,0.55,1.27,1.49,0.47,0.60,2.92,0.00,1.05,0.96,2.25,2.96,0.72,0.74,8.17,0.00,2.12,2.41,7.06,7.71,1.86,0.94,63.86,0.00,13.41,15.95,43.75,46.31,0
'[11:45:17.533 11/09/2023]',0.16,0.14,1.00,0.00,0.24,0.27,0.70,0.79,0.27,0.23,1.41,0.00,0.41,0.53,1.23,1.44,0.49,0.63,2.82,0.00,1.02,0.94,2.22,2.84,0.73,0.77,7.88,0.00,2.06,2.35,6.89,7.48,1.74,0.87,59.52,0.00,12.49,14.84,40.78,43.17,0
'[11:45:17.556 11/09/2023]',0.16,0.14,0.94,0.00,0.23,0.27,0.70,0.80,0.26,0.23,1.32,0.00,0.39,0.50,1.22,1.40,0.49,0.65,2.74,0.00,0.99,0.90,2.22,2.79,0.74,0.79,7.63,0.00,1.99,2.27,6.77,7.32,1.62,0.81,55.49,0.00,11.64,13.81,38.03,40.25,0
'[11:45:17.585 11/09/2023]',0.15,0.13,0.91,0.00,0.22,0.26,0.71,0.81,0.26,0.22,1.25,0.00,0.37,0.49,1.22,1.37,0.50,0.67,2.66,0.00,0.97,0.89,2.23,2.82,0.75,0.80,7.39,0.00,1.92,2.17,6.70,7.24,1.51,0.76,51.76,0.00,10.85,12.87,35.48,37.55,0
'[11:45:17.608 11/09/2023]',0.15,0.13,0.85,0.00,0.21,0.25,0.68,0.77,0.25,0.21,1.18,0.00,0.34,0.46,1.14,1.30,0.51,0.68,2.57,0.00,0.94,0.86,2.21,2.80,0.75,0.81,7.18,0.00,1.84,2.07,6.69,7.21,1.41,0.71,48.27,0.00,10.13,12.00,33.09,35.02,0
'[11:45:17.639 11/09/2023]',0.15,0.13,0.80,0.00,0.19,0.24,0.64,0.75,0.23,0.20,1.12,0.00,0.32,0.44,1.10,1.25,0.51,0.69,2.48,0.00,0.90,0.83,2.21,2.78,0.76,0.82,6.96,0.00,1.78,1.98,6.62,7.13,1.32,0.67,45.01,0.00,9.45,11.19,30.85,32.66,0
'[11:45:17.665 11/09/2023]',0.14,0.13,0.77,0.00,0.18,0.23,0.61,0.72,0.22,0.19,1.08,0.00,0.30,0.42,1.04,1.24,0.50,0.69,2.40,0.00,0.87,0.82,2.23,2.81,0.76,0.82,6.72,0.00,1.72,1.89,6.52,7.03,1.23,0.63,41.96,0.00,8.81,10.43,28.75,30.43,0
'[11:45:17.689 11/09/2023]',0.14,0.12,0.73,0.00,0.17,0.21,0.57,0.69,0.21,0.17,1.03,0.00,0.28,0.39,1.03,1.22,0.51,0.70,2.30,0.00,0.86,0.80,2.23,2.81,0.76,0.83,6.46,0.00,1.66,1.81,6.41,6.91,1.14,0.58,39.07,0.00,8.21,9.71,26.77,28.32,0
'[11:45:17.714 11/09/2023]',0.14,0.12,0.71,0.00,0.16,0.21,0.56,0.64,0.20,0.16,1.00,0.00,0.26,0.39,1.05,1.16,0.51,0.71,2.21,0.00,0.86,0.81,2.23,2.81,0.75,0.83,6.27,0.00,1.60,1.73,6.36,6.87,1.07,0.55,36.35,0.00,7.65,9.03,24.90,26.35,0
'[11:45:17.742 11/09/2023]',0.13,0.12,0.67,0.00,0.15,0.20,0.54,0.62,0.19,0.15,0.95,0.00,0.24,0.38,1.06,1.14,0.51,0.71,2.08,0.00,0.87,0.80,2.16,2.73,0.75,0.83,6.11,0.00,1.60,1.65,6.35,6.89,0.99,0.51,33.82,0.00,7.12,8.39,23.16,24.54,0
'[11:45:17.767 11/09/2023]',0.14,0.12,0.64,0.00,0.15,0.19,0.51,0.59,0.18,0.14,0.89,0.00,0.23,0.36,1.03,1.13,0.52,0.72,1.97,0.00,0.88,0.78,2.07,2.63,0.74,0.83,5.94,0.00,1.59,1.57,6.28,6.84,0.92,0.48,31.43,0.00,6.62,7.79,21.53,22.85,0
'[11:45:17.799 11/09/2023]',0.13,0.12,0.61,0.00,0.14,0.19,0.53,0.59,0.17,0.14,0.85,0.00,0.22,0.36,1.00,1.17,0.54,0.73,1.88,0.00,0.88,0.78,1.99,2.53,0.73,0.83,5.75,0.00,1.58,1.47,6.14,6.72,0.86,0.44,29.20,0.00,6.16,7.24,20.02,21.28,0
'[11:45:17.831 11/09/2023]',0.13,0.11,0.58,0.00,0.13,0.18,0.52,0.57,0.16,0.14,0.81,0.00,0.21,0.33,0.98,1.14,0.56,0.73,1.76,0.00,0.89,0.78,1.88,2.40,0.72,0.83,5.55,0.00,1.57,1.39,5.95,6.53,0.80,0.41,27.07,0.00,5.72,6.71,18.55,19.78,0
'[11:45:17.876 11/09/2023]',0.13,0.11,0.56,0.00,0.13,0.18,0.49,0.56,0.15,0.14,0.80,0.00,0.20,0.32,0.99,1.11,0.57,0.74,1.69,0.00,0.90,0.79,1.84,2.32,0.70,0.83,5.42,0.00,1.56,1.39,5.85,6.45,0.74,0.38,25.12,0.00,5.31,6.22,17.22,18.36,0
'[11:45:17.986 11/09/2023]',0.12,0.11,0.55,0.00,0.12,0.18,0.51,0.54,0.15,0.13,0.80,0.00,0.20,0.32,1.01,1.12,0.59,0.74,1.63,0.00,0.90,0.81,1.83,2.27,0.68,0.83,5.32,0.00,1.56,1.38,5.80,6.74,0.69,0.36,23.30,0.00,4.93,5.77,15.98,17.05,0
'[11:45:18.082 11/09/2023]',0.13,0.11,0.52,0.00,0.13,0.18,0.50,0.54,0.14,0.13,0.78,0.00,0.20,0.31,0.96,1.12,0.60,0.74,1.59,0.00,0.90,0.80,1.84,2.24,0.67,0.82,5.23,0.00,1.56,1.38,5.78,7.01,0.64,0.35,21.60,0.00,4.57,5.35,14.82,15.85,0
'[11:45:18.178 11/09/2023]',0.12,0.11,0.49,0.00,0.13,0.17,0.48,0.51,0.13,0.12,0.76,0.00,0.20,0.30,0.91,1.09,0.61,0.73,1.56,0.00,0.88,0.78,1.88,2.25,0.66,0.81,5.19,0.00,1.56,1.37,5.81,7.30,0.60,0.35,20.02,0.00,4.26,4.95,13.80,14.77,0
'[11:45:18.264 11/09/2023]',0.12,0.10,0.48,0.00,0.12,0.16,0.48,0.50,0.13,0.12,0.73,0.00,0.20,0.28,0.91,1.05,0.62,0.72,1.58,0.00,0.87,0.76,1.94,2.28,0.64,0.78,5.17,0.00,1.55,1.36,5.84,7.60,0.56,0.35,18.55,0.00,3.96,4.59,12.83,13.74,0
'[11:45:18.373 11/09/2023]',0.11,0.10,0.45,0.00,0.12,0.16,0.46,0.49,0.12,0.12,0.72,0.00,0.20,0.27,0.92,1.05,0.63,0.71,1.58,0.00,0.86,0.75,2.01,2.33,0.62,0.77,5.13,0.00,1.54,1.35,5.88,7.85,0.52,0.35,17.20,0.00,3.69,4.25,11.96,12.81,0
'[11:45:18.455 11/09/2023]',0.11,0.10,0.43,0.00,0.11,0.15,0.43,0.48,0.12,0.13,0.70,0.00,0.20,0.26,0.90,1.03,0.63,0.70,1.57,0.00,0.85,0.73,2.04,2.35,0.59,0.75,5.12,0.00,1.52,1.35,6.07,8.06,0.48,0.36,15.94,0.00,3.43,3.95,11.14,11.93,0
'[11:45:18.539 11/09/2023]',0.11,0.10,0.41,0.00,0.11,0.14,0.40,0.48,0.12,0.13,0.68,0.00,0.20,0.25,0.88,1.00,0.63,0.67,1.54,0.00,0.83,0.71,2.06,2.33,0.57,0.72,5.11,0.00,1.51,1.37,6.21,8.22,0.45,0.36,14.76,0.00,3.19,3.66,10.36,11.11,0
'[11:45:18.634 11/09/2023]',0.11,0.10,0.38,0.00,0.11,0.14,0.39,0.48,0.13,0.13,0.67,0.00,0.21,0.25,0.85,0.96,0.62,0.65,1.51,0.00,0.82,0.70,2.06,2.30,0.55,0.69,5.10,0.00,1.49,1.38,6.37,8.36,0.42,0.37,13.69,0.00,2.97,3.41,9.68,10.39,0
'[11:45:18.719 11/09/2023]',0.10,0.10,0.37,0.00,0.11,0.13,0.41,0.47,0.13,0.14,0.67,0.00,0.21,0.25,0.88,0.97,0.61,0.63,1.52,0.00,0.79,0.68,2.07,2.27,0.53,0.66,5.09,0.00,1.48,1.39,6.48,8.44,0.39,0.36,12.70,0.00,2.77,3.17,9.02,9.70,0
'[11:45:18.806 11/09/2023]',0.10,0.09,0.36,0.00,0.10,0.12,0.39,0.47,0.13,0.14,0.68,0.00,0.21,0.24,0.92,1.00,0.60,0.60,1.51,0.00,0.76,0.66,2.05,2.19,0.51,0.63,5.12,0.00,1.46,1.40,6.53,8.45,0.37,0.36,11.77,0.00,2.57,2.94,8.40,9.05,0
'[11:45:18.900 11/09/2023]',0.10,0.09,0.34,0.00,0.10,0.11,0.38,0.45,0.13,0.15,0.68,0.00,0.20,0.24,0.93,1.00,0.59,0.57,1.48,0.00,0.73,0.63,1.98,2.09,0.49,0.61,5.13,0.00,1.44,1.41,6.54,8.62,0.35,0.36,10.91,0.00,2.40,2.74,7.86,8.48,0
'[11:45:18.968 11/09/2023]',0.09,0.09,0.33,0.00,0.10,0.11,0.35,0.45,0.13,0.15,0.69,0.00,0.20,0.23,0.96,1.02,0.57,0.56,1.47,0.00,0.69,0.61,1.94,2.05,0.48,0.58,5.15,0.00,1.40,1.41,6.51,8.78,0.35,0.36,10.12,0.00,2.24,2.55,7.34,7.94,0
'[11:45:18.990 11/09/2023]',0.09,0.09,0.31,0.00,0.10,0.10,0.35,0.45,0.13,0.14,0.67,0.00,0.18,0.23,0.99,1.03,0.55,0.54,1.44,0.00,0.64,0.59,1.87,2.01,0.47,0.56,5.20,0.00,1.37,1.40,6.44,8.84,0.35,0.36,9.37,0.00,2.10,2.38,6.89,7.46,0
'[11:45:19.021 11/09/2023]',0.09,0.08,0.30,0.00,0.09,0.10,0.36,0.47,0.12,0.14,0.66,0.00,0.18,0.23,1.05,1.04,0.52,0.53,1.42,0.00,0.61,0.58,1.87,2.00,0.48,0.54,5.26,0.00,1.36,1.39,6.54,8.83,0.34,0.35,8.69,0.00,1.97,2.22,6.84,7.43,0
'[11:45:19.046 11/09/2023]',0.08,0.08,0.29,0.00,0.09,0.09,0.36,0.48,0.11,0.14,0.64,0.00,0.17,0.23,1.08,1.03,0.51,0.51,1.38,0.00,0.58,0.56,1.91,2.04,0.48,0.52,5.35,0.00,1.35,1.39,6.68,8.80,0.34,0.35,8.05,0.00,1.84,2.16,6.82,7.43,0
'[11:45:19.073 11/09/2023]',0.08,0.08,0.30,0.00,0.09,0.10,0.42,0.54,0.11,0.13,0.63,0.00,0.17,0.23,1.18,1.07,0.49,0.49,1.37,0.00,0.55,0.54,1.88,2.02,0.47,0.49,5.44,0.00,1.34,1.38,6.81,8.72,0.35,0.35,7.48,0.00,1.73,2.13,6.78,7.43,0
'[11:45:19.101 11/09/2023]',0.11,0.08,0.32,0.00,0.09,0.10,0.42,0.55,0.19,0.12,0.63,0.00,0.18,0.24,1.27,1.12,0.56,0.47,1.39,0.00,0.55,0.52,1.81,1.94,0.61,0.46,5.63,0.00,1.35,1.36,7.00,8.41,0.49,0.34,7.11,0.00,1.65,2.12,6.80,7.57,0
'[11:45:19.130 11/09/2023]',0.12,0.08,0.31,0.00,0.09,0.09,0.40,0.52,0.25,0.15,0.61,0.00,0.20,0.25,1.33,1.13,0.65,0.49,1.41,0.00,0.55,0.50,1.76,2.06,0.77,0.51,5.70,0.00,1.33,1.33,7.04,8.28,0.60,0.38,6.89,0.00,1.61,2.09,6.72,7.57,0
'[11:45:19.160 11/09/2023]',0.14,0.08,0.30,0.00,0.09,0.09,0.42,0.50,0.31,0.18,0.59,0.00,0.21,0.26,1.45,1.28,0.72,0.51,1.44,0.00,0.57,0.48,1.83,2.21,0.93,0.57,5.74,0.00,1.31,1.30,6.98,8.37,0.71,0.39,6.77,0.00,1.59,2.03,6.57,7.51,0
'[11:45:19.187 11/09/2023]',0.15,0.09,0.31,0.00,0.09,0.09,0.44,0.52,0.36,0.20,0.59,0.00,0.22,0.26,1.48,1.38,0.79,0.54,1.46,0.00,0.59,0.48,1.89,2.40,1.07,0.62,5.78,0.00,1.29,1.28,6.92,8.44,0.80,0.42,6.71,0.00,1.58,1.98,6.41,7.43,0
'[11:45:19.215 11/09/2023]',0.17,0.09,0.32,0.00,0.10,0.10,0.42,0.51,0.41,0.22,0.63,0.00,0.24,0.27,1.51,1.49,0.85,0.56,1.46,0.00,0.60,0.48,1.91,2.56,1.20,0.67,5.85,0.00,1.28,1.28,6.89,8.57,0.90,0.45,6.68,0.00,1.57,1.92,6.23,7.32,0
'[11:45:19.242 11/09/2023]',0.18,0.10,0.33,0.00,0.10,0.09,0.42,0.51,0.46,0.23,0.66,0.00,0.24,0.28,1.55,1.60,0.91,0.58,1.50,0.00,0.61,0.49,1.96,2.67,1.33,0.71,5.89,0.00,1.27,1.29,6.84,8.66,0.99,0.48,6.65,0.00,1.56,1.87,6.13,7.25,0
'[11:45:19.270 11/09/2023]',0.19,0.10,0.33,0.00,0.10,0.10,0.42,0.50,0.50,0.25,0.69,0.00,0.25,0.29,1.59,1.71,0.96,0.60,1.51,0.00,0.64,0.49,2.02,2.76,1.45,0.76,5.91,0.00,1.25,1.30,6.76,8.71,1.07,0.53,6.62,0.00,1.56,1.82,6.01,7.16,0
'[11:45:19.298 11/09/2023]',0.21,0.10,0.32,0.00,0.09,0.09,0.40,0.50,0.54,0.27,0.70,0.00,0.25,0.29,1.59,1.76,1.01,0.61,1.54,0.00,0.67,0.49,2.09,2.81,1.56,0.79,5.93,0.00,1.27,1.29,6.68,8.74,1.15,0.56,6.59,0.00,1.55,1.77,5.89,7.07,0
'[11:45:19.322 11/09/2023]',0.22,0.11,0.33,0.00,0.09,0.09,0.40,0.49,0.58,0.28,0.73,0.00,0.26,0.28,1.59,1.83,1.07,0.63,1.53,0.00,0.69,0.48,2.11,2.83,1.68,0.82,5.98,0.00,1.28,1.28,6.69,8.88,1.22,0.60,6.57,0.00,1.54,1.74,5.83,7.05,0
'[11:45:19.345 11/09/2023]',0.23,0.11,0.35,0.00,0.10,0.09,0.41,0.51,0.62,0.29,0.73,0.00,0.26,0.28,1.59,1.88,1.13,0.64,1.56,0.00,0.72,0.48,2.17,2.92,1.80,0.84,6.05,0.00,1.29,1.26,6.74,9.05,1.28,0.64,6.59,0.00,1.55,1.72,5.73,6.97,0
'[11:45:19.370 11/09/2023]',0.24,0.11,0.36,0.00,0.10,0.09,0.41,0.50,0.65,0.29,0.74,0.00,0.27,0.28,1.62,1.93,1.19,0.65,1.56,0.00,0.75,0.48,2.19,2.97,1.92,0.88,6.15,0.00,1.28,1.24,6.83,9.25,1.34,0.67,6.67,0.00,1.56,1.67,5.59,6.87,0
'[11:45:19.396 11/09/2023]',0.25,0.11,0.39,0.00,0.10,0.10,0.44,0.47,0.68,0.30,0.73,0.00,0.27,0.28,1.61,1.97,1.25,0.67,1.57,0.00,0.77,0.48,2.26,3.01,2.03,0.95,6.22,0.00,1.28,1.23,6.91,9.42,1.40,0.71,6.78,0.00,1.59,1.70,5.39,6.69,0
'[11:45:19.422 11/09/2023]',0.26,0.11,0.40,0.00,0.10,0.10,0.41,0.48,0.70,0.31,0.72,0.00,0.28,0.27,1.58,1.97,1.30,0.69,1.57,0.00,0.80,0.49,2.33,3.13,2.14,1.01,6.26,0.00,1.29,1.27,7.00,9.61,1.44,0.73,6.95,0.00,1.62,1.74,5.17,6.50,0
'[11:45:19.451 11/09/2023]',0.28,0.11,0.41,0.00,0.10,0.10,0.44,0.48,0.72,0.32,0.72,0.00,0.28,0.28,1.59,2.04,1.35,0.72,1.56,0.00,0.82,0.51,2.35,3.26,2.23,1.07,6.29,0.00,1.29,1.28,7.05,9.77,1.49,0.75,7.12,0.00,1.66,1.78,5.28,6.29,0
'[11:45:19.480 11/09/2023]',0.29,0.11,0.42,0.00,0.11,0.10,0.44,0.46,0.75,0.33,0.70,0.00,0.28,0.26,1.56,2.04,1.40,0.75,1.59,0.00,0.83,0.51,2.41,3.29,2.33,1.12,6.26,0.00,1.30,1.27,7.00,9.78,1.53,0.77,7.29,0.00,1.69,1.82,5.39,6.17,0
'[11:45:19.506 11/09/2023]',0.31,0.12,0.45,0.00,0.11,0.10,0.44,0.45,0.77,0.34,0.72,0.00,0.28,0.26,1.53,2.06,1.46,0.77,1.58,0.00,0.85,0.51,2.46,3.31,2.42,1.18,6.23,0.00,1.30,1.26,6.97,9.83,1.56,0.78,7.44,0.00,1.72,1.86,5.47,6.11,0
'[11:45:19.535 11/09/2023]',0.33,0.13,0.44,0.00,0.11,0.11,0.43,0.45,0.80,0.36,0.73,0.00,0.29,0.25,1.52,2.09,1.50,0.80,1.55,0.00,0.87,0.50,2.50,3.37,2.50,1.23,6.23,0.00,1.29,1.27,6.98,9.92,1.60,0.80,7.58,0.00,1.76,1.89,5.56,6.21,0
'[11:45:19.562 11/09/2023]',0.35,0.13,0.46,0.00,0.12,0.11,0.47,0.45,0.82,0.37,0.72,0.00,0.29,0.24,1.45,2.06,1.54,0.83,1.56,0.00,0.89,0.50,2.59,3.43,2.58,1.27,6.19,0.00,1.28,1.27,6.94,9.94,1.63,0.82,7.70,0.00,1.78,1.91,5.63,6.29,0
'[11:45:19.587 11/09/2023]',0.37,0.14,0.46,0.00,0.12,0.10,0.47,0.47,0.85,0.38,0.73,0.00,0.29,0.23,1.41,2.06,1.58,0.85,1.58,0.00,0.91,0.50,2.70,3.47,2.64,1.32,6.16,0.00,1.27,1.28,6.89,9.92,1.66,0.84,7.81,0.00,1.81,1.93,5.69,6.36,0
'[11:45:19.619 11/09/2023]',0.39,0.15,0.47,0.00,0.12,0.12,0.51,0.48,0.87,0.39,0.77,0.00,0.29,0.25,1.46,2.15,1.61,0.87,1.60,0.00,0.93,0.48,2.83,3.58,2.70,1.35,6.11,0.00,1.26,1.27,6.76,9.82,1.68,0.85,7.91,0.00,1.83,1.95,5.76,6.45,0
'[11:45:19.647 11/09/2023]',0.40,0.15,0.49,0.00,0.12,0.12,0.54,0.50,0.89,0.40,0.80,0.00,0.30,0.26,1.47,2.22,1.65,0.90,1.60,0.00,0.95,0.51,2.89,3.64,2.76,1.39,6.04,0.00,1.25,1.27,6.60,9.69,1.70,0.86,8.01,0.00,1.86,1.97,5.84,6.56,0
'[11:45:19.680 11/09/2023]',0.41,0.16,0.51,0.00,0.12,0.12,0.54,0.51,0.91,0.41,0.83,0.00,0.30,0.26,1.46,2.27,1.68,0.92,1.59,0.00,0.95,0.53,2.92,3.67,2.81,1.42,5.95,0.00,1.25,1.31,6.41,9.53,1.73,0.87,8.10,0.00,1.89,1.99,5.90,6.63,0
'[11:45:19.708 11/09/2023]',0.43,0.16,0.51,0.00,0.12,0.12,0.53,0.51,0.93,0.42,0.85,0.00,0.30,0.27,1.45,2.29,1.71,0.94,1.56,0.00,0.96,0.54,2.93,3.68,2.85,1.45,5.87,0.00,1.25,1.35,6.24,9.42,1.77,0.88,8.17,0.00,1.91,2.01,5.94,6.69,0
