'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:34:13.986 11/09/2023]',0.07,0.07,0.81,0.97,0.19,0.17,0.00,0.78,0.16,0.16,0.97,2.02,0.27,0.22,0.00,1.17,0.25,0.22,1.31,2.80,0.43,0.35,0.00,1.49,0.67,0.55,3.14,8.81,1.19,1.22,0.00,7.38,0.57,0.46,5.16,7.11,1.76,1.39,0.00,5.36,0
'[11:34:14.017 11/09/2023]',0.08,0.07,0.97,1.18,0.18,0.17,0.00,0.89,0.17,0.17,1.04,2.19,0.26,0.23,0.00,1.27,0.24,0.23,1.46,2.95,0.47,0.37,0.00,1.49,0.71,0.54,4.04,9.87,1.46,1.37,0.00,8.01,0.62,0.48,11.41,10.68,3.67,2.44,0.00,7.53,0
'[11:34:14.041 11/09/2023]',0.08,0.08,1.03,1.18,0.24,0.20,0.00,0.89,0.17,0.19,1.13,2.17,0.29,0.22,0.00,1.31,0.27,0.25,1.53,3.11,0.56,0.37,0.00,1.52,0.75,0.56,4.63,10.62,1.68,1.48,0.00,8.48,0.65,0.54,19.65,17.47,6.30,4.16,0.00,12.28,0
'[11:34:14.065 11/09/2023]',0.08,0.08,1.07,1.21,0.26,0.21,0.00,0.88,0.19,0.20,1.13,2.15,0.32,0.24,0.00,1.33,0.29,0.27,1.77,3.31,0.59,0.41,0.00,1.57,0.77,0.57,5.48,11.42,1.92,1.62,0.00,8.96,0.78,0.59,28.31,24.90,9.02,5.94,0.00,17.41,0
'[11:34:14.098 11/09/2023]',0.08,0.08,1.03,1.20,0.25,0.21,0.00,0.88,0.20,0.21,1.08,2.07,0.32,0.25,0.00,1.31,0.31,0.28,1.87,3.42,0.60,0.44,0.00,1.62,0.80,0.60,6.42,12.10,2.18,1.75,0.00,9.34,0.97,0.64,36.57,31.99,11.62,7.64,0.00,22.31,0
'[11:34:14.121 11/09/2023]',0.07,0.08,1.01,1.18,0.25,0.21,0.00,0.88,0.22,0.21,1.13,1.98,0.32,0.26,0.00,1.24,0.34,0.31,2.01,3.57,0.65,0.45,0.00,1.66,0.82,0.65,7.28,12.76,2.40,1.85,0.00,9.79,1.17,0.69,44.23,38.59,14.04,9.22,0.00,26.86,0
'[11:34:14.146 11/09/2023]',0.08,0.08,1.05,1.15,0.27,0.23,0.00,0.92,0.23,0.22,1.23,1.98,0.33,0.26,0.00,1.31,0.36,0.32,2.23,3.77,0.64,0.49,0.00,1.80,0.84,0.70,8.11,13.48,2.60,1.94,0.00,10.23,1.36,0.77,51.31,44.69,16.27,10.68,0.00,31.07,0
'[11:34:14.182 11/09/2023]',0.08,0.08,1.05,1.15,0.26,0.22,0.00,0.90,0.24,0.22,1.22,2.05,0.31,0.28,0.00,1.30,0.39,0.34,2.25,3.80,0.65,0.52,0.00,1.80,0.86,0.74,8.91,14.00,2.81,2.05,0.00,10.52,1.54,0.89,58.24,50.61,18.46,12.11,0.00,35.16,0
'[11:34:14.213 11/09/2023]',0.08,0.08,1.04,1.10,0.28,0.23,0.00,0.87,0.26,0.22,1.25,2.00,0.34,0.29,0.00,1.28,0.40,0.35,2.31,3.93,0.65,0.56,0.00,1.84,0.88,0.79,9.68,14.59,3.05,2.13,0.00,10.86,1.73,1.00,65.39,56.72,20.69,13.56,0.00,39.37,0
'[11:34:14.243 11/09/2023]',0.08,0.08,1.13,1.09,0.31,0.24,0.00,0.89,0.27,0.23,1.38,2.04,0.37,0.31,0.00,1.26,0.43,0.36,2.52,4.14,0.71,0.55,0.00,1.92,0.88,0.83,10.40,15.02,3.29,2.26,0.00,11.12,1.92,1.13,72.94,63.24,23.04,15.10,0.00,43.85,0
'[11:34:14.268 11/09/2023]',0.08,0.08,1.17,1.17,0.31,0.25,0.00,0.94,0.28,0.24,1.42,2.20,0.37,0.33,0.00,1.35,0.44,0.37,2.73,4.49,0.72,0.55,0.00,2.10,0.90,0.86,11.03,15.55,3.47,2.35,0.00,11.44,2.13,1.25,80.92,70.10,25.54,16.74,0.00,48.59,0
'[11:34:14.298 11/09/2023]',0.08,0.08,1.12,1.15,0.32,0.24,0.00,0.89,0.29,0.24,1.41,2.20,0.39,0.34,0.00,1.33,0.45,0.37,2.86,4.76,0.78,0.58,0.00,2.19,0.92,0.89,11.51,15.93,3.59,2.44,0.00,11.64,2.34,1.38,89.33,77.26,28.20,18.47,0.00,53.55,0
'[11:34:14.326 11/09/2023]',0.08,0.09,1.19,1.21,0.35,0.25,0.00,0.92,0.29,0.24,1.50,2.29,0.42,0.37,0.00,1.41,0.45,0.38,2.78,4.85,0.80,0.61,0.00,2.16,0.93,0.92,11.93,16.45,3.68,2.55,0.00,11.89,2.57,1.52,97.99,84.67,30.90,20.24,0.00,58.67,0
'[11:34:14.354 11/09/2023]',0.08,0.09,1.21,1.21,0.34,0.24,0.00,0.90,0.30,0.25,1.45,2.28,0.41,0.37,0.00,1.42,0.46,0.38,2.94,5.12,0.81,0.62,0.00,2.26,0.93,0.94,12.36,16.71,3.78,2.67,0.00,11.94,2.79,1.67,106.51,91.98,33.58,21.99,0.00,63.72,0
'[11:34:14.379 11/09/2023]',0.08,0.09,1.13,1.14,0.34,0.24,0.00,0.85,0.30,0.25,1.41,2.22,0.42,0.38,0.00,1.40,0.46,0.39,3.04,5.37,0.80,0.63,0.00,2.36,0.94,0.97,12.87,17.09,3.92,2.74,0.00,12.05,3.00,1.81,114.73,99.00,36.18,23.67,0.00,68.57,0
'[11:34:14.412 11/09/2023]',0.08,0.09,1.11,1.08,0.34,0.23,0.00,0.80,0.31,0.25,1.37,2.12,0.42,0.38,0.00,1.39,0.47,0.40,3.17,5.54,0.84,0.67,0.00,2.45,0.94,1.00,13.43,17.74,4.08,2.79,0.00,12.03,3.20,1.95,122.52,105.63,38.64,25.28,0.00,73.17,0
'[11:34:14.438 11/09/2023]',0.09,0.09,1.11,1.10,0.33,0.23,0.00,0.77,0.31,0.26,1.43,2.07,0.41,0.38,0.00,1.39,0.49,0.41,3.15,5.60,0.88,0.71,0.00,2.51,0.95,1.02,13.93,18.42,4.22,2.90,0.00,12.03,3.38,2.08,129.70,111.75,40.90,26.74,0.00,77.39,0
'[11:34:14.468 11/09/2023]',0.09,0.10,1.06,1.08,0.31,0.22,0.00,0.74,0.31,0.26,1.41,1.95,0.40,0.38,0.00,1.35,0.52,0.43,3.23,5.79,0.91,0.73,0.00,2.61,0.95,1.03,14.34,19.04,4.35,3.00,0.00,11.95,3.55,2.20,136.16,117.26,42.93,28.07,0.00,81.19,0
'[11:34:14.491 11/09/2023]',0.09,0.10,1.01,1.02,0.30,0.21,0.00,0.72,0.31,0.26,1.45,1.98,0.39,0.38,0.00,1.37,0.55,0.44,3.27,5.91,0.93,0.75,0.00,2.68,0.97,1.04,14.69,19.62,4.47,3.09,0.00,11.86,3.70,2.31,141.96,122.18,44.76,29.26,0.00,84.59,0
'[11:34:14.522 11/09/2023]',0.08,0.10,0.97,1.00,0.30,0.21,0.00,0.71,0.31,0.26,1.41,1.94,0.38,0.39,0.00,1.32,0.57,0.46,3.35,6.08,0.96,0.77,0.00,2.84,0.99,1.04,15.01,20.12,4.59,3.18,0.00,11.83,3.83,2.41,147.14,126.58,46.39,30.32,0.00,87.62,0
'[11:34:14.559 11/09/2023]',0.08,0.10,0.92,1.00,0.28,0.20,0.00,0.66,0.31,0.25,1.38,1.88,0.37,0.38,0.00,1.28,0.59,0.48,3.38,6.21,0.99,0.79,0.00,2.96,1.00,1.05,15.32,20.56,4.68,3.26,0.00,12.07,3.95,2.49,151.76,130.50,47.84,31.26,0.00,90.31,0
'[11:34:14.589 11/09/2023]',0.08,0.10,0.87,1.01,0.27,0.19,0.00,0.64,0.31,0.25,1.37,1.83,0.36,0.38,0.00,1.24,0.61,0.50,3.42,6.37,1.02,0.81,0.00,3.07,1.01,1.06,15.67,21.05,4.77,3.35,0.00,12.38,4.06,2.57,155.91,134.03,49.15,32.11,0.00,92.74,0
'[11:34:14.618 11/09/2023]',0.08,0.10,0.80,0.96,0.25,0.18,0.00,0.63,0.32,0.25,1.33,1.88,0.34,0.38,0.00,1.19,0.64,0.52,3.43,6.45,1.06,0.84,0.00,3.10,1.03,1.07,15.98,21.49,4.86,3.42,0.00,12.63,4.16,2.64,159.70,137.27,50.34,32.90,0.00,94.98,0
'[11:34:14.643 11/09/2023]',0.08,0.10,0.76,0.94,0.25,0.18,0.00,0.62,0.32,0.26,1.32,1.97,0.33,0.38,0.00,1.13,0.67,0.55,3.47,6.59,1.09,0.85,0.00,3.18,1.04,1.08,16.24,21.85,4.94,3.48,0.00,12.80,4.24,2.70,163.17,140.21,51.43,33.61,0.00,97.01,0
'[11:34:14.668 11/09/2023]',0.08,0.10,0.73,0.91,0.23,0.17,0.00,0.62,0.33,0.28,1.28,2.05,0.34,0.39,0.00,1.09,0.69,0.58,3.53,6.77,1.11,0.86,0.00,3.27,1.06,1.08,16.46,22.16,5.02,3.52,0.00,12.95,4.32,2.76,166.38,142.93,52.44,34.26,0.00,98.89,0
'[11:34:14.704 11/09/2023]',0.08,0.10,0.70,0.88,0.23,0.17,0.00,0.63,0.33,0.29,1.27,2.16,0.34,0.41,0.00,1.15,0.71,0.61,3.54,6.83,1.13,0.88,0.00,3.28,1.08,1.09,16.60,22.33,5.07,3.55,0.00,13.02,4.40,2.81,169.33,145.43,53.37,34.86,0.00,100.60,0
'[11:34:14.728 11/09/2023]',0.08,0.11,0.66,0.84,0.22,0.16,0.00,0.64,0.34,0.32,1.26,2.25,0.34,0.42,0.00,1.19,0.73,0.63,3.57,6.88,1.15,0.89,0.00,3.30,1.11,1.10,16.71,22.45,5.12,3.57,0.00,13.05,4.47,2.86,172.04,147.72,54.21,35.41,0.00,102.17,0
'[11:34:14.758 11/09/2023]',0.09,0.11,0.63,0.85,0.21,0.15,0.00,0.63,0.35,0.34,1.26,2.37,0.34,0.42,0.00,1.22,0.74,0.65,3.57,6.86,1.17,0.90,0.00,3.28,1.14,1.10,16.78,22.53,5.16,3.58,0.00,13.04,4.54,2.90,174.52,149.81,54.98,35.91,0.00,103.60,0
'[11:34:14.789 11/09/2023]',0.09,0.12,0.66,1.10,0.43,0.24,0.00,0.59,0.35,0.35,1.25,2.36,0.56,0.50,0.00,1.20,0.74,0.66,3.41,6.55,1.27,0.88,0.00,3.11,1.09,1.10,15.80,20.98,4.94,3.39,0.00,12.15,4.52,2.95,173.91,149.27,54.87,35.80,0.00,103.21,0
'[11:34:14.818 11/09/2023]',0.11,0.14,1.08,1.43,0.55,0.33,0.00,0.85,0.34,0.37,1.60,2.65,0.64,0.55,0.00,1.41,0.73,0.67,3.58,6.30,1.32,0.92,0.00,3.10,1.05,1.06,15.09,20.25,4.69,3.20,0.00,11.71,4.42,2.93,169.98,145.78,53.73,35.04,0.00,100.83,0
'[11:34:14.843 11/09/2023]',0.11,0.16,1.26,1.55,0.56,0.36,0.00,0.95,0.33,0.36,1.74,2.56,0.66,0.53,0.00,1.39,0.71,0.65,3.61,6.24,1.33,0.94,0.00,3.10,1.01,1.02,14.22,19.63,4.39,3.09,0.00,11.50,4.27,2.87,164.11,140.65,51.89,33.84,0.00,97.31,0
'[11:34:14.893 11/09/2023]',0.11,0.17,1.19,1.46,0.55,0.35,0.00,0.91,0.32,0.36,1.67,2.55,0.65,0.53,0.00,1.38,0.69,0.64,3.42,6.06,1.32,0.93,0.00,2.99,0.98,0.97,13.30,18.94,4.16,2.97,0.00,11.24,4.09,2.78,157.26,134.80,49.71,32.42,0.00,93.23,0
'[11:34:14.978 11/09/2023]',0.12,0.18,1.11,1.37,0.52,0.34,0.00,0.86,0.31,0.35,1.57,2.57,0.62,0.52,0.00,1.38,0.67,0.63,3.21,5.83,1.27,0.90,0.00,2.86,0.94,0.92,12.44,18.39,3.94,2.87,0.00,11.01,3.91,2.67,150.40,128.92,47.54,31.00,0.00,89.15,0
'[11:34:15.038 11/09/2023]',0.12,0.19,1.04,1.27,0.49,0.33,0.00,0.80,0.30,0.36,1.49,2.60,0.59,0.51,0.00,1.37,0.65,0.61,3.01,5.61,1.22,0.88,0.00,2.73,0.92,0.88,11.60,17.84,3.72,2.77,0.00,10.77,3.74,2.56,143.97,123.41,45.49,29.67,0.00,85.34,0
'[11:34:15.097 11/09/2023]',0.12,0.21,1.01,1.21,0.49,0.33,0.00,0.75,0.29,0.36,1.42,2.59,0.56,0.50,0.00,1.38,0.63,0.59,2.85,5.40,1.21,0.87,0.00,2.62,0.89,0.85,10.87,17.29,3.54,2.67,0.00,10.51,3.58,2.45,137.99,118.24,43.60,28.44,0.00,81.76,0
'[11:34:15.175 11/09/2023]',0.13,0.21,1.06,1.20,0.50,0.33,0.00,0.76,0.28,0.36,1.47,2.63,0.58,0.51,0.00,1.43,0.61,0.58,2.74,5.12,1.13,0.81,0.00,2.48,0.87,0.82,10.37,16.57,3.42,2.52,0.00,10.14,3.44,2.34,132.47,113.43,41.85,27.30,0.00,78.44,0
'[11:34:15.242 11/09/2023]',0.13,0.22,1.12,1.26,0.49,0.34,0.00,0.81,0.27,0.36,1.55,2.78,0.58,0.53,0.00,1.53,0.59,0.56,2.70,5.02,1.09,0.80,0.00,2.40,0.84,0.79,9.92,16.05,3.28,2.40,0.00,9.88,3.30,2.25,127.20,108.89,40.16,26.20,0.00,75.28,0
'[11:34:15.306 11/09/2023]',0.13,0.23,1.06,1.19,0.48,0.33,0.00,0.77,0.27,0.36,1.48,2.77,0.58,0.53,0.00,1.53,0.57,0.55,2.54,5.01,1.05,0.76,0.00,2.29,0.82,0.76,9.41,15.57,3.12,2.30,0.00,9.67,3.16,2.16,121.94,104.35,38.49,25.11,0.00,72.12,0
'[11:34:15.369 11/09/2023]',0.14,0.24,1.12,1.20,0.50,0.35,0.00,0.80,0.25,0.36,1.53,2.77,0.61,0.55,0.00,1.58,0.57,0.54,2.47,5.00,1.06,0.76,0.00,2.25,0.80,0.74,8.87,14.96,2.95,2.15,0.00,9.37,3.02,2.07,117.82,99.86,37.28,24.20,0.00,69.69,0
'[11:34:15.427 11/09/2023]',0.14,0.25,1.21,1.28,0.50,0.36,0.00,0.86,0.24,0.35,1.62,2.91,0.61,0.57,0.00,1.67,0.55,0.53,2.47,4.84,1.02,0.73,0.00,2.18,0.79,0.72,8.32,14.65,2.79,2.07,0.00,9.28,2.88,1.99,114.18,96.46,36.16,23.47,0.00,67.53,0
'[11:34:15.497 11/09/2023]',0.15,0.26,1.13,1.25,0.48,0.34,0.00,0.83,0.24,0.36,1.54,2.93,0.60,0.57,0.00,1.66,0.52,0.51,2.31,4.70,1.00,0.70,0.00,2.13,0.78,0.70,7.97,14.27,2.67,1.99,0.00,9.16,2.76,1.90,109.93,92.89,34.81,22.59,0.00,65.03,0
'[11:34:15.568 11/09/2023]',0.15,0.26,1.16,1.24,0.48,0.34,0.00,0.82,0.23,0.36,1.57,2.93,0.62,0.58,0.00,1.68,0.50,0.49,2.23,4.59,0.93,0.66,0.00,2.11,0.77,0.69,7.63,13.83,2.59,1.88,0.00,8.97,2.64,1.81,105.09,88.80,33.30,21.60,0.00,62.16,0
'[11:34:15.630 11/09/2023]',0.15,0.27,1.21,1.39,0.48,0.35,0.00,0.90,0.22,0.36,1.62,3.10,0.63,0.60,0.00,1.77,0.48,0.48,2.18,4.63,0.92,0.66,0.00,2.20,0.76,0.67,7.46,13.49,2.50,1.83,0.00,8.87,2.51,1.72,99.94,84.44,31.69,20.55,0.00,59.13,0
'[11:34:15.687 11/09/2023]',0.15,0.27,1.15,1.33,0.45,0.32,0.00,0.85,0.22,0.36,1.53,3.05,0.61,0.58,0.00,1.73,0.47,0.46,2.10,4.45,0.88,0.63,0.00,2.12,0.75,0.65,7.20,13.10,2.44,1.81,0.00,8.72,2.38,1.63,94.54,79.88,29.97,19.44,0.00,55.93,0
'[11:34:15.751 11/09/2023]',0.15,0.27,1.11,1.26,0.44,0.31,0.00,0.81,0.21,0.36,1.50,2.98,0.60,0.58,0.00,1.70,0.45,0.45,2.04,4.23,0.86,0.60,0.00,2.04,0.74,0.64,6.92,12.66,2.38,1.80,0.00,8.53,2.24,1.54,88.94,75.17,28.21,18.30,0.00,52.63,0
'[11:34:15.809 11/09/2023]',0.15,0.27,1.09,1.26,0.41,0.29,0.00,0.79,0.20,0.35,1.48,2.98,0.58,0.57,0.00,1.70,0.43,0.44,1.99,4.00,0.82,0.56,0.00,1.93,0.73,0.62,6.74,12.29,2.32,1.79,0.00,8.37,2.10,1.45,83.35,70.43,26.45,17.15,0.00,49.32,0
'[11:34:15.864 11/09/2023]',0.15,0.28,1.05,1.25,0.39,0.28,0.00,0.77,0.21,0.35,1.41,2.91,0.56,0.56,0.00,1.65,0.40,0.42,1.87,3.81,0.77,0.53,0.00,1.89,0.72,0.61,6.50,11.87,2.27,1.76,0.00,8.19,1.96,1.36,77.83,65.75,24.70,16.01,0.00,46.05,0
'[11:34:15.919 11/09/2023]',0.15,0.28,0.99,1.19,0.37,0.26,0.00,0.73,0.20,0.36,1.36,2.90,0.54,0.55,0.00,1.64,0.38,0.40,1.78,3.58,0.73,0.50,0.00,1.78,0.71,0.59,6.23,11.43,2.24,1.75,0.00,8.01,1.82,1.28,72.46,61.22,23.00,14.91,0.00,42.89,0
'[11:34:15.941 11/09/2023]',0.14,0.28,0.94,1.11,0.34,0.24,0.00,0.69,0.21,0.36,1.31,2.84,0.52,0.54,0.00,1.59,0.37,0.39,1.74,3.44,0.70,0.48,0.00,1.74,0.69,0.57,6.04,11.12,2.23,1.73,0.00,7.94,1.70,1.20,67.38,56.93,21.39,13.86,0.00,39.89,0
'[11:34:15.967 11/09/2023]',0.15,0.28,0.88,1.06,0.34,0.24,0.00,0.67,0.21,0.37,1.25,2.78,0.52,0.53,0.00,1.57,0.37,0.37,1.68,3.30,0.67,0.47,0.00,1.71,0.67,0.57,5.85,10.80,2.19,1.71,0.00,7.85,1.58,1.13,62.65,52.94,19.89,12.89,0.00,37.08,0
'[11:34:15.989 11/09/2023]',0.14,0.28,0.83,1.02,0.32,0.23,0.00,0.65,0.20,0.37,1.18,2.69,0.49,0.52,0.00,1.49,0.35,0.34,1.62,3.15,0.63,0.44,0.00,1.63,0.66,0.58,5.69,10.53,2.17,1.69,0.00,7.79,1.47,1.05,58.30,49.26,18.50,11.99,0.00,34.50,0
'[11:34:16.021 11/09/2023]',0.14,0.27,0.79,0.99,0.31,0.23,0.00,0.65,0.19,0.36,1.13,2.64,0.47,0.50,0.00,1.45,0.34,0.33,1.60,3.08,0.60,0.44,0.00,1.61,0.64,0.58,5.53,10.26,2.13,1.69,0.00,7.69,1.37,0.98,54.30,45.90,17.23,11.17,0.00,32.14,0
'[11:34:16.044 11/09/2023]',0.14,0.27,0.74,0.97,0.30,0.22,0.00,0.63,0.18,0.35,1.05,2.56,0.45,0.48,0.00,1.38,0.33,0.32,1.58,3.03,0.58,0.44,0.00,1.63,0.61,0.58,5.40,9.93,2.10,1.69,0.00,7.53,1.28,0.91,50.62,42.79,16.06,10.41,0.00,29.97,0
'[11:34:16.072 11/09/2023]',0.13,0.26,0.69,0.94,0.28,0.21,0.00,0.61,0.18,0.34,1.00,2.48,0.43,0.46,0.00,1.34,0.31,0.31,1.55,3.02,0.55,0.43,0.00,1.64,0.59,0.58,5.27,9.57,2.08,1.68,0.00,7.35,1.19,0.85,47.21,39.92,14.98,9.71,0.00,27.95,0
'[11:34:16.100 11/09/2023]',0.12,0.25,0.66,0.93,0.26,0.20,0.00,0.62,0.17,0.33,0.94,2.38,0.42,0.43,0.00,1.28,0.29,0.30,1.49,3.02,0.52,0.42,0.00,1.62,0.55,0.59,5.12,9.27,2.06,1.66,0.00,7.23,1.12,0.80,44.05,37.27,13.99,9.06,0.00,26.09,0
'[11:34:16.131 11/09/2023]',0.12,0.23,0.63,0.88,0.25,0.19,0.00,0.60,0.16,0.31,0.89,2.24,0.41,0.41,0.00,1.21,0.28,0.30,1.44,2.98,0.50,0.41,0.00,1.55,0.52,0.59,4.97,8.95,2.03,1.64,0.00,7.07,1.04,0.75,41.10,34.78,13.05,8.46,0.00,24.35,0
'[11:34:16.166 11/09/2023]',0.11,0.22,0.60,0.84,0.24,0.18,0.00,0.58,0.15,0.29,0.86,2.17,0.38,0.39,0.00,1.18,0.28,0.29,1.42,2.96,0.49,0.40,0.00,1.55,0.49,0.58,4.86,8.63,2.00,1.61,0.00,6.91,0.97,0.70,38.33,32.44,12.16,7.89,0.00,22.71,0
'[11:34:16.202 11/09/2023]',0.11,0.20,0.56,0.80,0.23,0.17,0.00,0.56,0.14,0.28,0.81,2.08,0.36,0.38,0.00,1.12,0.28,0.28,1.40,2.97,0.48,0.40,0.00,1.58,0.46,0.57,4.73,8.34,1.96,1.57,0.00,6.73,0.90,0.65,35.72,30.23,11.34,7.35,0.00,21.16,0
'[11:34:16.231 11/09/2023]',0.10,0.19,0.53,0.75,0.21,0.17,0.00,0.52,0.14,0.26,0.78,1.99,0.35,0.37,0.00,1.06,0.28,0.27,1.38,3.00,0.48,0.39,0.00,1.61,0.43,0.56,4.62,8.06,1.94,1.55,0.00,6.54,0.84,0.60,33.28,28.18,10.57,6.85,0.00,19.72,0
'[11:34:16.258 11/09/2023]',0.10,0.18,0.50,0.73,0.20,0.16,0.00,0.51,0.13,0.25,0.75,1.94,0.33,0.35,0.00,1.03,0.29,0.27,1.35,3.05,0.47,0.38,0.00,1.63,0.45,0.55,4.55,7.89,1.92,1.54,0.00,6.32,0.78,0.56,31.00,26.26,9.84,6.38,0.00,18.39,0
'[11:34:16.282 11/09/2023]',0.10,0.17,0.46,0.68,0.19,0.15,0.00,0.47,0.13,0.23,0.71,1.86,0.32,0.34,0.00,0.98,0.29,0.26,1.32,3.07,0.47,0.38,0.00,1.64,0.46,0.54,4.49,7.81,1.91,1.52,0.00,6.08,0.73,0.52,28.85,24.44,9.16,5.94,0.00,17.12,0
'[11:34:16.306 11/09/2023]',0.10,0.16,0.45,0.67,0.19,0.15,0.00,0.47,0.13,0.22,0.69,1.82,0.30,0.33,0.00,0.96,0.30,0.26,1.31,3.14,0.46,0.38,0.00,1.67,0.46,0.53,4.40,7.66,1.89,1.51,0.00,5.91,0.67,0.50,26.83,22.75,8.52,5.53,0.00,15.95,0
'[11:34:16.335 11/09/2023]',0.10,0.15,0.43,0.67,0.18,0.15,0.00,0.48,0.13,0.22,0.64,1.70,0.29,0.31,0.00,0.90,0.30,0.25,1.31,3.21,0.46,0.38,0.00,1.63,0.47,0.52,4.29,7.50,1.85,1.50,0.00,5.76,0.62,0.51,24.90,21.12,7.90,5.13,0.00,14.80,0
'[11:34:16.359 11/09/2023]',0.10,0.14,0.41,0.65,0.17,0.14,0.00,0.46,0.13,0.21,0.62,1.63,0.29,0.29,0.00,0.87,0.30,0.25,1.32,3.29,0.47,0.38,0.00,1.61,0.48,0.51,4.18,7.38,1.82,1.49,0.00,5.66,0.58,0.51,23.09,19.58,7.32,4.75,0.00,13.72,0
'[11:34:16.388 11/09/2023]',0.10,0.13,0.39,0.63,0.16,0.13,0.00,0.44,0.13,0.21,0.59,1.56,0.28,0.27,0.00,0.82,0.31,0.24,1.31,3.34,0.46,0.38,0.00,1.65,0.50,0.52,4.10,7.21,1.77,1.46,0.00,5.57,0.54,0.51,21.40,18.15,6.78,4.41,0.00,12.72,0
'[11:34:16.414 11/09/2023]',0.10,0.13,0.37,0.59,0.16,0.13,0.00,0.41,0.13,0.21,0.57,1.51,0.28,0.26,0.00,0.79,0.31,0.24,1.29,3.36,0.46,0.38,0.00,1.66,0.52,0.52,4.03,7.05,1.72,1.42,0.00,5.55,0.50,0.50,19.81,16.81,6.28,4.08,0.00,11.78,0
'[11:34:16.447 11/09/2023]',0.10,0.13,0.35,0.60,0.16,0.13,0.00,0.42,0.13,0.20,0.54,1.43,0.28,0.24,0.00,0.74,0.32,0.24,1.29,3.44,0.47,0.39,0.00,1.73,0.53,0.52,3.93,6.99,1.70,1.40,0.00,5.62,0.47,0.49,18.34,15.58,5.82,3.77,0.00,10.93,0
'[11:34:16.488 11/09/2023]',0.11,0.13,0.33,0.59,0.15,0.13,0.00,0.40,0.13,0.20,0.51,1.36,0.27,0.22,0.00,0.71,0.33,0.24,1.29,3.50,0.48,0.40,0.00,1.77,0.54,0.51,3.85,6.98,1.69,1.39,0.00,5.74,0.43,0.49,16.98,14.42,5.40,3.50,0.00,10.12,0
'[11:34:16.516 11/09/2023]',0.11,0.13,0.33,0.65,0.16,0.13,0.00,0.43,0.13,0.20,0.48,1.32,0.27,0.21,0.00,0.71,0.34,0.24,1.28,3.54,0.48,0.40,0.00,1.76,0.54,0.48,3.75,6.93,1.66,1.37,0.00,5.82,0.40,0.49,15.72,13.35,5.00,3.24,0.00,9.38,0
'[11:34:16.546 11/09/2023]',0.11,0.13,0.31,0.62,0.15,0.12,0.00,0.41,0.13,0.19,0.46,1.28,0.26,0.20,0.00,0.71,0.34,0.24,1.29,3.69,0.49,0.41,0.00,1.82,0.55,0.46,3.63,6.80,1.62,1.36,0.00,5.84,0.38,0.48,14.56,12.37,4.63,3.00,0.00,8.70,0
'[11:34:16.577 11/09/2023]',0.11,0.13,0.29,0.58,0.16,0.13,0.00,0.38,0.13,0.19,0.44,1.22,0.26,0.19,0.00,0.69,0.34,0.23,1.31,3.86,0.50,0.42,0.00,1.91,0.55,0.45,3.51,6.68,1.59,1.36,0.00,5.90,0.37,0.47,13.49,11.47,4.30,2.78,0.00,8.07,0
'[11:34:16.606 11/09/2023]',0.11,0.13,0.29,0.61,0.15,0.12,0.00,0.40,0.14,0.19,0.44,1.24,0.25,0.19,0.00,0.70,0.34,0.22,1.30,3.92,0.50,0.42,0.00,1.94,0.55,0.44,3.47,6.59,1.55,1.36,0.00,6.05,0.37,0.46,12.49,10.62,3.99,2.58,0.00,7.48,0
'[11:34:16.633 11/09/2023]',0.12,0.13,0.27,0.58,0.14,0.12,0.00,0.37,0.14,0.20,0.42,1.19,0.24,0.18,0.00,0.68,0.34,0.21,1.30,4.00,0.49,0.42,0.00,1.99,0.54,0.46,3.48,6.72,1.51,1.37,0.00,6.19,0.36,0.45,11.58,9.85,3.69,2.39,0.00,6.94,0
'[11:34:16.658 11/09/2023]',0.11,0.12,0.27,0.59,0.15,0.13,0.00,0.39,0.15,0.20,0.42,1.19,0.24,0.18,0.00,0.68,0.34,0.21,1.33,4.12,0.51,0.43,0.00,2.10,0.55,0.48,3.43,6.93,1.46,1.39,0.00,6.37,0.35,0.44,10.72,9.12,3.42,2.22,0.00,6.42,0
'[11:34:16.692 11/09/2023]',0.11,0.13,0.26,0.56,0.15,0.12,0.00,0.38,0.15,0.20,0.40,1.13,0.23,0.17,0.00,0.66,0.34,0.22,1.33,4.20,0.51,0.44,0.00,2.18,0.55,0.50,3.38,7.09,1.43,1.41,0.00,6.52,0.34,0.42,9.92,8.45,3.17,2.05,0.00,5.95,0
'[11:34:16.719 11/09/2023]',0.11,0.13,0.25,0.53,0.14,0.12,0.00,0.35,0.15,0.20,0.39,1.09,0.22,0.17,0.00,0.66,0.34,0.24,1.34,4.27,0.52,0.44,0.00,2.25,0.56,0.51,3.34,7.23,1.47,1.44,0.00,6.65,0.34,0.41,9.20,7.83,2.94,1.90,0.00,5.53,0
