'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:18:34.257 26/09/2023]',0.05,0.00,0.05,0.05,0.04,0.05,0.08,0.58,0.21,0.00,0.31,0.23,0.22,0.19,0.21,2.20,0.41,0.00,0.47,0.39,0.35,0.30,0.42,3.72,1.07,0.00,0.87,1.09,0.93,1.01,1.89,9.33,0.70,0.00,0.76,0.52,0.70,0.66,1.33,4.89,0
'[11:18:34.348 26/09/2023]',0.05,0.00,0.05,0.05,0.04,0.05,0.08,0.53,0.21,0.00,0.31,0.23,0.23,0.19,0.21,2.22,0.41,0.00,0.48,0.39,0.35,0.30,0.42,3.77,1.08,0.00,0.86,1.07,0.93,1.02,1.84,9.27,0.72,0.00,0.75,0.51,0.70,0.65,1.33,4.87,0
'[11:18:34.442 26/09/2023]',0.05,0.00,0.05,0.05,0.04,0.04,0.08,0.52,0.21,0.00,0.31,0.22,0.23,0.19,0.20,2.26,0.42,0.00,0.49,0.40,0.35,0.30,0.42,3.81,1.08,0.00,0.85,1.06,0.96,1.01,1.79,9.21,0.72,0.00,0.74,0.51,0.70,0.62,1.34,4.84,0
'[11:18:34.531 26/09/2023]',0.05,0.00,0.05,0.05,0.04,0.04,0.07,0.54,0.21,0.00,0.31,0.22,0.23,0.19,0.20,2.27,0.42,0.00,0.49,0.40,0.35,0.31,0.43,3.87,1.08,0.00,0.88,1.06,1.00,1.01,1.73,9.13,0.71,0.00,0.73,0.52,0.69,0.60,1.36,4.78,0
'[11:18:34.618 26/09/2023]',0.05,0.00,0.06,0.04,0.04,0.04,0.07,0.54,0.20,0.00,0.31,0.22,0.23,0.19,0.19,2.37,0.42,0.00,0.50,0.40,0.36,0.31,0.43,3.91,1.08,0.00,0.91,1.05,1.04,1.00,1.66,9.14,0.71,0.00,0.72,0.52,0.69,0.60,1.36,4.66,0
'[11:18:34.723 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.04,0.07,0.55,0.20,0.00,0.30,0.22,0.23,0.19,0.19,2.43,0.41,0.00,0.49,0.40,0.36,0.31,0.43,3.90,1.07,0.00,0.93,1.05,1.07,1.00,1.61,9.15,0.71,0.00,0.71,0.53,0.69,0.62,1.36,4.57,0
'[11:18:34.837 26/09/2023]',0.05,0.00,0.06,0.05,0.04,0.04,0.07,0.56,0.20,0.00,0.29,0.21,0.22,0.18,0.19,2.40,0.40,0.00,0.49,0.39,0.36,0.31,0.43,3.80,1.06,0.00,0.96,1.07,1.10,1.00,1.57,9.14,0.72,0.00,0.71,0.52,0.67,0.62,1.37,4.43,0
'[11:18:34.937 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.04,0.07,0.55,0.20,0.00,0.29,0.22,0.22,0.18,0.19,2.42,0.38,0.00,0.49,0.37,0.36,0.32,0.42,3.66,1.04,0.00,0.98,1.08,1.12,1.01,1.54,9.07,0.75,0.00,0.71,0.54,0.67,0.63,1.36,4.28,0
'[11:18:35.020 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.04,0.07,0.52,0.20,0.00,0.28,0.21,0.22,0.17,0.19,2.41,0.37,0.00,0.47,0.36,0.35,0.32,0.41,3.55,1.01,0.00,0.99,1.10,1.14,1.00,1.50,8.93,0.76,0.00,0.70,0.57,0.67,0.63,1.36,4.20,0
'[11:18:35.120 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.04,0.07,0.49,0.20,0.00,0.28,0.21,0.22,0.17,0.19,2.39,0.37,0.00,0.48,0.34,0.35,0.33,0.42,3.49,0.98,0.00,0.97,1.11,1.16,1.00,1.48,8.73,0.77,0.00,0.69,0.59,0.67,0.63,1.34,4.10,0
'[11:18:35.193 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.07,0.48,0.20,0.00,0.27,0.21,0.22,0.17,0.18,2.39,0.37,0.00,0.48,0.34,0.35,0.34,0.42,3.44,0.97,0.00,0.95,1.11,1.16,1.00,1.45,8.48,0.77,0.00,0.68,0.61,0.67,0.62,1.33,3.99,0
'[11:18:35.222 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.07,0.50,0.20,0.00,0.26,0.21,0.22,0.17,0.18,2.30,0.35,0.00,0.48,0.33,0.35,0.34,0.41,3.30,0.96,0.00,0.92,1.10,1.16,0.99,1.42,8.17,0.80,0.00,0.67,0.63,0.66,0.61,1.32,3.88,0
'[11:18:35.249 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.06,0.48,0.19,0.00,0.25,0.21,0.22,0.17,0.17,2.25,0.35,0.00,0.48,0.32,0.35,0.34,0.41,3.12,0.97,0.00,0.88,1.10,1.17,0.98,1.40,7.85,0.82,0.00,0.65,0.66,0.66,0.60,1.31,3.84,0
'[11:18:35.278 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.07,0.47,0.20,0.00,0.26,0.20,0.23,0.17,0.19,2.19,0.34,0.00,0.48,0.31,0.34,0.34,0.43,2.97,0.98,0.00,0.83,1.11,1.17,0.97,1.35,7.52,0.85,0.00,0.64,0.68,0.69,0.58,1.30,3.77,0
'[11:18:35.302 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.07,0.45,0.20,0.00,0.25,0.20,0.23,0.17,0.18,2.16,0.32,0.00,0.47,0.31,0.35,0.35,0.42,2.83,0.99,0.00,0.78,1.11,1.17,0.96,1.29,7.15,0.87,0.00,0.63,0.70,0.71,0.57,1.31,3.77,0
'[11:18:35.332 26/09/2023]',0.06,0.00,0.06,0.05,0.04,0.05,0.07,0.43,0.19,0.00,0.25,0.20,0.23,0.17,0.18,2.08,0.31,0.00,0.46,0.30,0.33,0.34,0.41,2.63,1.00,0.00,0.74,1.12,1.15,0.95,1.25,6.70,0.89,0.00,0.63,0.70,0.73,0.59,1.31,3.98,0
'[11:18:35.365 26/09/2023]',0.06,0.00,0.06,0.05,0.05,0.05,0.07,0.46,0.19,0.00,0.24,0.20,0.22,0.17,0.17,2.06,0.29,0.00,0.45,0.29,0.32,0.33,0.40,2.52,1.02,0.00,0.71,1.12,1.13,0.93,1.21,6.36,0.90,0.00,0.65,0.71,0.75,0.61,1.30,4.14,0
'[11:18:35.392 26/09/2023]',0.06,0.00,0.06,0.04,0.05,0.05,0.08,0.51,0.19,0.00,0.24,0.19,0.22,0.16,0.16,2.07,0.27,0.00,0.43,0.28,0.31,0.33,0.40,2.48,1.04,0.00,0.72,1.13,1.12,0.92,1.19,6.42,0.91,0.00,0.66,0.72,0.77,0.62,1.29,4.31,0
'[11:18:35.422 26/09/2023]',0.06,0.00,0.06,0.04,0.05,0.05,0.08,0.51,0.20,0.00,0.24,0.20,0.22,0.16,0.17,1.99,0.26,0.00,0.41,0.27,0.29,0.31,0.37,2.49,1.06,0.00,0.74,1.14,1.11,0.93,1.20,6.40,0.91,0.00,0.67,0.74,0.79,0.63,1.29,4.55,0
'[11:18:35.453 26/09/2023]',0.06,0.00,0.07,0.04,0.05,0.05,0.08,0.54,0.19,0.00,0.24,0.20,0.22,0.16,0.16,1.88,0.26,0.00,0.40,0.27,0.28,0.30,0.38,2.59,1.04,0.00,0.76,1.15,1.10,0.93,1.27,6.27,0.93,0.00,0.67,0.75,0.80,0.64,1.21,4.79,0
'[11:18:35.487 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.08,0.57,0.18,0.00,0.22,0.20,0.22,0.17,0.18,1.95,0.26,0.00,0.37,0.26,0.27,0.30,0.39,2.88,1.02,0.00,0.78,1.13,1.07,0.91,1.33,5.96,0.94,0.00,0.72,0.81,0.86,0.67,1.15,5.11,0
'[11:18:35.518 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.08,0.58,0.18,0.00,0.21,0.19,0.22,0.17,0.19,1.92,0.26,0.00,0.36,0.26,0.25,0.29,0.40,3.06,1.00,0.00,0.80,1.11,1.03,0.90,1.42,5.96,0.93,0.00,0.76,0.85,0.90,0.68,1.14,5.37,0
'[11:18:35.552 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.09,0.59,0.17,0.00,0.20,0.19,0.21,0.16,0.21,1.91,0.26,0.00,0.34,0.26,0.24,0.28,0.41,3.21,0.98,0.00,0.81,1.09,0.99,0.90,1.54,6.26,0.92,0.00,0.80,0.87,0.92,0.70,1.20,5.59,0
'[11:18:35.581 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.09,0.62,0.17,0.00,0.20,0.19,0.21,0.16,0.21,1.91,0.26,0.00,0.31,0.25,0.22,0.27,0.43,3.35,0.96,0.00,0.84,1.06,0.95,0.90,1.63,6.46,0.89,0.00,0.83,0.89,0.94,0.71,1.28,5.71,0
'[11:18:35.611 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.09,0.63,0.16,0.00,0.19,0.19,0.21,0.16,0.23,1.94,0.27,0.00,0.30,0.25,0.22,0.26,0.45,3.43,0.94,0.00,0.86,1.04,0.92,0.89,1.71,6.58,0.88,0.00,0.85,0.90,0.95,0.72,1.37,5.84,0
'[11:18:35.640 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.09,0.64,0.16,0.00,0.18,0.18,0.21,0.16,0.23,1.98,0.27,0.00,0.29,0.25,0.21,0.25,0.46,3.49,0.92,0.00,0.89,1.01,0.89,0.89,1.80,6.73,0.87,0.00,0.86,0.90,0.96,0.79,1.47,5.92,0
'[11:18:35.671 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.04,0.09,0.68,0.17,0.00,0.17,0.18,0.20,0.16,0.23,1.97,0.27,0.00,0.28,0.25,0.20,0.24,0.47,3.54,0.91,0.00,0.93,1.00,0.86,0.90,1.90,6.89,0.90,0.00,0.90,0.91,0.96,0.87,1.55,5.97,0
'[11:18:35.708 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.04,0.09,0.69,0.17,0.00,0.18,0.19,0.21,0.16,0.24,1.98,0.27,0.00,0.27,0.25,0.19,0.23,0.48,3.55,0.93,0.00,0.97,0.99,0.85,0.91,1.98,7.09,1.00,0.00,1.01,0.96,0.96,0.95,1.64,6.02,0
'[11:18:35.742 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.04,0.10,0.69,0.16,0.00,0.17,0.19,0.21,0.16,0.25,1.98,0.26,0.00,0.26,0.25,0.19,0.23,0.48,3.57,0.96,0.00,1.00,0.98,0.82,0.91,2.06,7.30,1.11,0.00,1.11,1.07,0.99,1.01,1.72,5.95,0
'[11:18:35.775 26/09/2023]',0.06,0.00,0.07,0.05,0.05,0.05,0.10,0.69,0.16,0.00,0.17,0.19,0.21,0.17,0.24,1.98,0.26,0.00,0.25,0.24,0.18,0.23,0.49,3.61,0.98,0.00,1.04,0.99,0.80,0.90,2.14,7.56,1.22,0.00,1.21,1.17,1.10,1.12,1.80,6.29,0
'[11:18:35.806 26/09/2023]',0.08,0.00,0.08,0.05,0.05,0.05,0.10,0.71,0.17,0.00,0.18,0.19,0.21,0.17,0.25,2.00,0.27,0.00,0.25,0.23,0.18,0.23,0.50,3.66,0.99,0.00,1.07,1.00,0.80,0.90,2.22,7.81,1.33,0.00,1.31,1.28,1.20,1.23,1.86,6.92,0
'[11:18:35.838 26/09/2023]',0.08,0.00,0.08,0.06,0.05,0.05,0.11,0.67,0.17,0.00,0.18,0.20,0.21,0.18,0.25,2.06,0.27,0.00,0.24,0.24,0.17,0.22,0.51,3.72,1.00,0.00,1.11,1.02,0.82,0.89,2.29,8.00,1.45,0.00,1.42,1.36,1.32,1.35,1.92,7.62,0
'[11:18:35.871 26/09/2023]',0.08,0.00,0.08,0.07,0.05,0.05,0.11,0.70,0.17,0.00,0.17,0.20,0.20,0.18,0.24,2.14,0.26,0.00,0.24,0.23,0.16,0.22,0.51,3.71,1.02,0.00,1.14,1.06,0.85,0.89,2.35,8.16,1.57,0.00,1.53,1.44,1.44,1.47,1.98,8.32,0
'[11:18:35.930 26/09/2023]',0.09,0.00,0.08,0.07,0.05,0.05,0.12,0.70,0.17,0.00,0.17,0.20,0.20,0.18,0.25,2.18,0.27,0.00,0.25,0.24,0.16,0.21,0.53,3.67,1.03,0.00,1.18,1.10,0.87,0.89,2.42,8.32,1.68,0.00,1.65,1.54,1.56,1.59,2.03,9.00,0
'[11:18:35.955 26/09/2023]',0.09,0.00,0.08,0.07,0.05,0.05,0.12,0.72,0.18,0.00,0.18,0.21,0.20,0.19,0.25,2.18,0.28,0.00,0.27,0.23,0.17,0.20,0.54,3.54,1.03,0.00,1.23,1.14,0.89,0.88,2.48,8.35,1.79,0.00,1.75,1.67,1.68,1.70,2.10,9.64,0
'[11:18:35.985 26/09/2023]',0.09,0.00,0.09,0.07,0.05,0.05,0.13,0.73,0.18,0.00,0.18,0.22,0.21,0.20,0.25,2.23,0.29,0.00,0.28,0.23,0.17,0.19,0.56,3.47,1.03,0.00,1.27,1.17,0.90,0.89,2.53,8.34,1.89,0.00,1.85,1.78,1.79,1.81,2.16,10.26,0
'[11:18:36.016 26/09/2023]',0.09,0.00,0.09,0.07,0.05,0.05,0.13,0.73,0.18,0.00,0.18,0.22,0.21,0.20,0.25,2.24,0.29,0.00,0.30,0.24,0.17,0.18,0.57,3.45,1.03,0.00,1.31,1.21,0.91,0.89,2.58,8.30,1.98,0.00,1.94,1.88,1.89,1.90,2.22,10.79,0
'[11:18:36.080 26/09/2023]',0.09,0.00,0.09,0.07,0.06,0.05,0.13,0.76,0.18,0.00,0.18,0.22,0.21,0.21,0.25,2.26,0.30,0.00,0.30,0.25,0.18,0.18,0.60,3.45,1.03,0.00,1.35,1.25,0.93,0.89,2.65,8.16,2.07,0.00,2.02,1.97,1.98,1.99,2.29,11.32,0
'[11:18:36.183 26/09/2023]',0.09,0.00,0.09,0.07,0.06,0.05,0.13,0.78,0.18,0.00,0.18,0.22,0.21,0.21,0.24,2.30,0.31,0.00,0.32,0.25,0.18,0.19,0.61,3.40,1.06,0.00,1.39,1.28,0.94,0.90,2.70,7.98,2.14,0.00,2.10,2.06,2.06,2.06,2.35,11.78,0
'[11:18:36.274 26/09/2023]',0.09,0.00,0.10,0.07,0.06,0.05,0.13,0.81,0.18,0.00,0.18,0.23,0.21,0.21,0.24,2.31,0.31,0.00,0.33,0.25,0.19,0.19,0.62,3.35,1.08,0.00,1.41,1.30,0.94,0.90,2.75,7.81,2.21,0.00,2.17,2.14,2.14,2.14,2.40,12.19,0
'[11:18:36.367 26/09/2023]',0.09,0.00,0.09,0.07,0.06,0.05,0.13,0.79,0.18,0.00,0.18,0.23,0.21,0.22,0.24,2.33,0.32,0.00,0.35,0.26,0.21,0.19,0.62,3.28,1.10,0.00,1.42,1.31,0.94,0.89,2.78,7.63,2.27,0.00,2.23,2.21,2.20,2.20,2.41,12.58,0
'[11:18:36.465 26/09/2023]',0.09,0.00,0.10,0.07,0.06,0.05,0.14,0.80,0.19,0.00,0.18,0.23,0.21,0.22,0.24,2.33,0.32,0.00,0.35,0.27,0.22,0.19,0.63,3.28,1.11,0.00,1.42,1.31,0.98,0.87,2.81,7.46,2.33,0.00,2.28,2.27,2.26,2.26,2.42,12.95,0
'[11:18:36.559 26/09/2023]',0.09,0.00,0.10,0.07,0.06,0.04,0.14,0.78,0.19,0.00,0.19,0.23,0.22,0.23,0.24,2.29,0.31,0.00,0.35,0.27,0.23,0.20,0.66,3.30,1.11,0.00,1.40,1.30,1.02,0.89,2.81,7.38,2.37,0.00,2.33,2.32,2.32,2.31,2.41,13.27,0
'[11:18:36.655 26/09/2023]',0.10,0.00,0.10,0.08,0.06,0.05,0.14,0.79,0.20,0.00,0.19,0.24,0.22,0.23,0.24,2.23,0.33,0.00,0.36,0.27,0.25,0.21,0.67,3.36,1.10,0.00,1.39,1.29,1.05,0.94,2.81,7.53,2.43,0.00,2.38,2.37,2.36,2.36,2.45,13.55,0
'[11:18:36.727 26/09/2023]',0.09,0.00,0.10,0.08,0.07,0.05,0.14,0.79,0.21,0.00,0.20,0.24,0.22,0.24,0.26,2.20,0.33,0.00,0.38,0.27,0.25,0.21,0.68,3.35,1.11,0.00,1.38,1.29,1.07,0.97,2.79,7.59,2.46,0.00,2.41,2.42,2.41,2.40,2.49,13.80,0
'[11:18:36.805 26/09/2023]',0.09,0.00,0.10,0.08,0.07,0.05,0.14,0.76,0.21,0.00,0.20,0.25,0.22,0.24,0.27,2.21,0.34,0.00,0.38,0.27,0.27,0.21,0.68,3.38,1.14,0.00,1.37,1.28,1.09,1.00,2.78,7.68,2.51,0.00,2.45,2.46,2.45,2.44,2.54,14.01,0
'[11:18:36.886 26/09/2023]',0.09,0.00,0.10,0.08,0.06,0.05,0.14,0.81,0.22,0.00,0.20,0.25,0.22,0.25,0.28,2.21,0.34,0.00,0.37,0.27,0.28,0.21,0.69,3.41,1.16,0.00,1.38,1.26,1.10,1.03,2.77,7.85,2.54,0.00,2.48,2.50,2.49,2.47,2.57,14.22,0
'[11:18:36.956 26/09/2023]',0.09,0.00,0.10,0.08,0.07,0.05,0.14,0.80,0.23,0.00,0.21,0.25,0.22,0.25,0.28,2.23,0.33,0.00,0.36,0.27,0.30,0.22,0.66,3.40,1.15,0.00,1.37,1.25,1.12,1.04,2.70,8.04,2.53,0.00,2.48,2.53,2.53,2.51,2.55,14.42,0
'[11:18:37.028 26/09/2023]',0.08,0.00,0.09,0.08,0.07,0.06,0.14,0.87,0.23,0.00,0.21,0.27,0.24,0.26,0.27,2.34,0.31,0.00,0.35,0.25,0.34,0.24,0.61,3.48,1.12,0.00,1.37,1.19,1.12,1.04,2.59,8.13,2.49,0.00,2.44,2.53,2.52,2.51,2.51,14.43,0
'[11:18:37.107 26/09/2023]',0.08,0.00,0.09,0.08,0.07,0.05,0.13,0.87,0.23,0.00,0.21,0.27,0.23,0.27,0.27,2.33,0.30,0.00,0.34,0.25,0.35,0.26,0.59,3.50,1.11,0.00,1.37,1.14,1.13,1.05,2.46,8.18,2.41,0.00,2.36,2.47,2.48,2.46,2.44,14.13,0
'[11:18:37.171 26/09/2023]',0.08,0.00,0.09,0.08,0.07,0.05,0.13,0.83,0.23,0.00,0.21,0.27,0.23,0.27,0.26,2.29,0.30,0.00,0.34,0.24,0.36,0.27,0.56,3.56,1.12,0.00,1.37,1.09,1.13,1.03,2.35,8.23,2.31,0.00,2.27,2.38,2.40,2.38,2.35,13.64,0
'[11:18:37.200 26/09/2023]',0.09,0.00,0.09,0.08,0.07,0.05,0.13,0.83,0.24,0.00,0.21,0.27,0.23,0.27,0.25,2.33,0.28,0.00,0.32,0.24,0.37,0.28,0.54,3.60,1.12,0.00,1.36,1.04,1.13,1.00,2.24,8.26,2.21,0.00,2.17,2.29,2.31,2.29,2.25,13.07,0
'[11:18:37.220 26/09/2023]',0.09,0.00,0.10,0.09,0.08,0.06,0.13,0.86,0.24,0.00,0.21,0.27,0.23,0.27,0.25,2.36,0.28,0.00,0.31,0.24,0.39,0.30,0.50,3.49,1.13,0.00,1.34,0.99,1.13,0.98,2.12,8.14,2.11,0.00,2.08,2.18,2.21,2.19,2.17,12.49,0
'[11:18:37.249 26/09/2023]',0.09,0.00,0.10,0.09,0.08,0.06,0.13,0.83,0.24,0.00,0.22,0.27,0.23,0.27,0.24,2.33,0.27,0.00,0.32,0.25,0.40,0.31,0.48,3.35,1.13,0.00,1.32,0.98,1.13,0.96,2.02,7.99,2.02,0.00,1.99,2.08,2.12,2.10,2.08,11.95,0
'[11:18:37.280 26/09/2023]',0.09,0.00,0.10,0.09,0.08,0.06,0.12,0.80,0.25,0.00,0.22,0.27,0.23,0.27,0.23,2.30,0.27,0.00,0.31,0.25,0.41,0.31,0.46,3.22,1.13,0.00,1.27,0.97,1.12,0.95,1.91,7.85,1.93,0.00,1.91,1.99,2.03,2.01,2.00,11.43,0
'[11:18:37.304 26/09/2023]',0.09,0.00,0.10,0.09,0.08,0.07,0.12,0.83,0.25,0.00,0.22,0.27,0.23,0.28,0.22,2.32,0.27,0.00,0.31,0.26,0.42,0.32,0.44,3.02,1.14,0.00,1.22,0.95,1.10,0.94,1.81,7.78,1.85,0.00,1.83,1.91,1.95,1.93,1.92,10.94,0
'[11:18:37.328 26/09/2023]',0.09,0.00,0.10,0.08,0.08,0.06,0.11,0.82,0.25,0.00,0.22,0.27,0.23,0.27,0.22,2.34,0.27,0.00,0.30,0.27,0.42,0.32,0.42,2.95,1.15,0.00,1.17,0.94,1.08,0.95,1.72,7.73,1.77,0.00,1.74,1.83,1.87,1.85,1.84,10.48,0
'[11:18:37.358 26/09/2023]',0.08,0.00,0.10,0.08,0.08,0.06,0.11,0.78,0.25,0.00,0.22,0.27,0.23,0.27,0.22,2.30,0.27,0.00,0.31,0.27,0.41,0.33,0.39,2.93,1.16,0.00,1.11,0.93,1.06,1.00,1.63,7.67,1.69,0.00,1.66,1.75,1.80,1.78,1.77,10.18,0
'[11:18:37.384 26/09/2023]',0.08,0.00,0.10,0.08,0.08,0.06,0.10,0.74,0.24,0.00,0.21,0.27,0.23,0.27,0.21,2.28,0.27,0.00,0.31,0.27,0.42,0.33,0.37,2.83,1.18,0.00,1.04,0.94,1.03,1.04,1.63,7.62,1.62,0.00,1.61,1.70,1.73,1.71,1.70,9.95,0
'[11:18:37.413 26/09/2023]',0.08,0.00,0.09,0.07,0.08,0.06,0.10,0.71,0.24,0.00,0.20,0.27,0.22,0.26,0.22,2.23,0.27,0.00,0.31,0.28,0.41,0.33,0.37,2.72,1.20,0.00,1.08,0.97,0.99,1.06,1.66,7.60,1.54,0.00,1.55,1.65,1.66,1.65,1.72,9.65,0
'[11:18:37.439 26/09/2023]',0.07,0.00,0.09,0.07,0.08,0.06,0.10,0.68,0.23,0.00,0.20,0.26,0.21,0.26,0.22,2.18,0.27,0.00,0.31,0.27,0.41,0.33,0.36,2.62,1.21,0.00,1.14,0.99,0.96,1.07,1.69,7.47,1.47,0.00,1.48,1.59,1.59,1.58,1.73,9.32,0
'[11:18:37.466 26/09/2023]',0.07,0.00,0.08,0.07,0.08,0.06,0.09,0.66,0.23,0.00,0.19,0.25,0.20,0.26,0.22,2.17,0.27,0.00,0.31,0.28,0.41,0.34,0.35,2.62,1.21,0.00,1.19,1.00,0.93,1.08,1.72,7.40,1.39,0.00,1.40,1.52,1.53,1.51,1.72,8.91,0
'[11:18:37.492 26/09/2023]',0.07,0.00,0.09,0.06,0.08,0.06,0.09,0.63,0.22,0.00,0.19,0.25,0.20,0.25,0.21,2.12,0.26,0.00,0.31,0.28,0.41,0.34,0.33,2.61,1.19,0.00,1.23,1.01,0.91,1.08,1.73,7.38,1.31,0.00,1.33,1.45,1.46,1.44,1.71,8.51,0
'[11:18:37.517 26/09/2023]',0.07,0.00,0.08,0.06,0.08,0.06,0.09,0.59,0.21,0.00,0.18,0.24,0.19,0.24,0.21,2.08,0.26,0.00,0.30,0.27,0.40,0.34,0.32,2.60,1.15,0.00,1.26,1.03,0.94,1.08,1.73,7.36,1.24,0.00,1.25,1.37,1.39,1.37,1.69,8.06,0
'[11:18:37.552 26/09/2023]',0.07,0.00,0.09,0.06,0.07,0.06,0.09,0.56,0.19,0.00,0.17,0.23,0.19,0.24,0.20,2.05,0.26,0.00,0.30,0.27,0.39,0.34,0.32,2.58,1.12,0.00,1.27,1.03,0.95,1.09,1.72,7.43,1.18,0.00,1.17,1.29,1.31,1.29,1.67,7.63,0
'[11:18:37.578 26/09/2023]',0.07,0.00,0.08,0.06,0.08,0.06,0.08,0.58,0.18,0.00,0.16,0.22,0.18,0.22,0.20,1.99,0.25,0.00,0.29,0.27,0.39,0.34,0.31,2.51,1.10,0.00,1.27,1.03,0.95,1.08,1.69,7.47,1.12,0.00,1.10,1.21,1.24,1.22,1.64,7.18,0
'[11:18:37.602 26/09/2023]',0.08,0.00,0.08,0.06,0.08,0.06,0.09,0.54,0.19,0.00,0.17,0.21,0.18,0.22,0.20,2.06,0.25,0.00,0.29,0.27,0.37,0.33,0.32,2.53,1.08,0.00,1.24,1.03,0.93,1.08,1.67,7.42,1.07,0.00,1.06,1.14,1.17,1.14,1.66,7.03,0
'[11:18:37.628 26/09/2023]',0.08,0.00,0.08,0.06,0.08,0.06,0.08,0.52,0.21,0.00,0.18,0.19,0.19,0.21,0.20,2.11,0.24,0.00,0.28,0.27,0.37,0.34,0.32,2.55,1.02,0.00,1.20,1.06,0.91,1.07,1.66,7.24,1.06,0.00,1.08,1.09,1.12,1.10,1.67,6.81,0
'[11:18:37.654 26/09/2023]',0.08,0.00,0.07,0.06,0.08,0.06,0.08,0.51,0.23,0.00,0.18,0.19,0.20,0.20,0.21,2.20,0.25,0.00,0.28,0.26,0.36,0.34,0.32,2.51,0.99,0.00,1.16,1.07,0.88,1.08,1.65,7.13,1.10,0.00,1.12,1.10,1.12,1.11,1.65,6.70,0
'[11:18:37.684 26/09/2023]',0.08,0.00,0.07,0.06,0.08,0.06,0.08,0.54,0.24,0.00,0.18,0.20,0.22,0.20,0.21,2.31,0.25,0.00,0.28,0.26,0.35,0.33,0.31,2.41,0.99,0.00,1.10,1.09,0.84,1.08,1.64,7.24,1.15,0.00,1.18,1.14,1.15,1.15,1.61,6.78,0
'[11:18:37.716 26/09/2023]',0.08,0.00,0.07,0.06,0.08,0.06,0.07,0.55,0.25,0.00,0.19,0.22,0.23,0.20,0.20,2.31,0.26,0.00,0.28,0.26,0.35,0.32,0.30,2.33,1.00,0.00,1.05,1.10,0.81,1.08,1.63,7.29,1.21,0.00,1.23,1.20,1.19,1.21,1.59,7.10,0
'[11:18:37.747 26/09/2023]',0.08,0.00,0.07,0.06,0.07,0.06,0.07,0.55,0.25,0.00,0.19,0.22,0.23,0.20,0.20,2.25,0.26,0.00,0.27,0.25,0.34,0.31,0.29,2.29,1.00,0.00,1.03,1.11,0.80,1.08,1.62,7.30,1.26,0.00,1.29,1.26,1.23,1.27,1.56,7.42,0
'[11:18:37.774 26/09/2023]',0.08,0.00,0.07,0.06,0.07,0.06,0.07,0.53,0.26,0.00,0.20,0.22,0.23,0.20,0.20,2.25,0.26,0.00,0.27,0.24,0.33,0.30,0.28,2.34,1.00,0.00,1.01,1.13,0.81,1.08,1.63,7.28,1.30,0.00,1.33,1.32,1.28,1.32,1.52,7.71,0
'[11:18:37.802 26/09/2023]',0.08,0.00,0.07,0.06,0.07,0.06,0.07,0.52,0.27,0.00,0.20,0.23,0.24,0.21,0.19,2.23,0.26,0.00,0.27,0.23,0.32,0.29,0.27,2.36,1.00,0.00,1.03,1.16,0.82,1.08,1.62,7.34,1.33,0.00,1.36,1.37,1.32,1.36,1.48,7.99,0
'[11:18:37.852 26/09/2023]',0.08,0.00,0.06,0.06,0.07,0.06,0.08,0.51,0.27,0.00,0.20,0.23,0.24,0.21,0.18,2.26,0.26,0.00,0.27,0.23,0.31,0.27,0.26,2.46,1.00,0.00,1.06,1.18,0.82,1.08,1.62,7.38,1.35,0.00,1.42,1.40,1.37,1.40,1.44,8.17,0
'[11:18:37.875 26/09/2023]',0.08,0.00,0.07,0.06,0.07,0.06,0.08,0.52,0.29,0.00,0.21,0.23,0.25,0.21,0.19,2.22,0.25,0.00,0.26,0.22,0.30,0.25,0.28,2.61,1.01,0.00,1.07,1.20,0.82,1.07,1.59,7.30,1.42,0.00,1.49,1.43,1.42,1.46,1.50,8.57,0
